,label,step,time,value
99,avg log pred advi,990,99,-961.1738318013887
100,avg log pred advi,1000,100,-960.7894391523232
101,avg log pred advi,1010,101,-960.40520022957
102,avg log pred advi,1020,102,-960.0211149716508
103,avg log pred advi,1030,103,-959.6371833171122
104,avg log pred advi,1040,104,-959.2534052045249
105,avg log pred advi,1050,105,-958.8697805724845
106,avg log pred advi,1060,106,-958.4863093596111
107,avg log pred advi,1070,107,-958.1029915045491
108,avg log pred advi,1080,108,-957.719826945968
109,avg log pred advi,1090,109,-957.3368156225611
110,avg log pred advi,1100,110,-956.9539574730467
111,avg log pred advi,1110,111,-956.5712524361676
112,avg log pred advi,1120,112,-956.1887004506909
113,avg log pred advi,1130,113,-955.8063014554084
114,avg log pred advi,1140,114,-955.424055389136
115,avg log pred advi,1150,115,-955.0419621907147
116,avg log pred advi,1160,116,-954.6600217990092
117,avg log pred advi,1170,117,-954.2782341529094
118,avg log pred advi,1180,118,-953.896599191329
119,avg log pred advi,1190,119,-953.5151168532065
120,avg log pred advi,1200,120,-953.1337870775047
121,avg log pred advi,1210,121,-952.7526098032109
122,avg log pred advi,1220,122,-952.3715849693368
123,avg log pred advi,1230,123,-951.9907125149182
124,avg log pred advi,1240,124,-951.6099923790157
125,avg log pred advi,1250,125,-951.229424500714
126,avg log pred advi,1260,126,-950.8490088191222
127,avg log pred advi,1270,127,-950.4687452733739
128,avg log pred advi,1280,128,-950.0886338026269
129,avg log pred advi,1290,129,-949.7086743460633
130,avg log pred advi,1300,130,-949.3288668428896
131,avg log pred advi,1310,131,-948.9492112323367
132,avg log pred advi,1320,132,-948.5697074536595
133,avg log pred advi,1330,133,-948.1903554461375
134,avg log pred advi,1340,134,-947.8111551490745
135,avg log pred advi,1350,135,-947.4321065017983
136,avg log pred advi,1360,136,-947.0532094436612
137,avg log pred advi,1370,137,-946.6744639140395
138,avg log pred advi,1380,138,-946.2958698523342
139,avg log pred advi,1390,139,-945.91742719797
140,avg log pred advi,1400,140,-945.5391358903963
141,avg log pred advi,1410,141,-945.1609958690862
142,avg log pred advi,1420,142,-944.7830070735375
143,avg log pred advi,1430,143,-944.405169443272
144,avg log pred advi,1440,144,-944.0274829178356
145,avg log pred advi,1450,145,-943.6499474367986
146,avg log pred advi,1460,146,-943.2725629397551
147,avg log pred advi,1470,147,-942.8953293663236
148,avg log pred advi,1480,148,-942.5182466561469
149,avg log pred advi,1490,149,-942.1413147488917
150,avg log pred advi,1500,150,-941.7645335842487
151,avg log pred advi,1510,151,-941.3879031019333
152,avg log pred advi,1520,152,-941.0114232416842
153,avg log pred advi,1530,153,-940.6350939432649
154,avg log pred advi,1540,154,-940.2589151464628
155,avg log pred advi,1550,155,-939.8828867910889
156,avg log pred advi,1560,156,-939.507008816979
157,avg log pred advi,1570,157,-939.1312811639925
158,avg log pred advi,1580,158,-938.755703772013
159,avg log pred advi,1590,159,-938.3802765809481
160,avg log pred advi,1600,160,-938.0049995307295
161,avg log pred advi,1610,161,-937.6298725613128
162,avg log pred advi,1620,162,-937.2548956126777
163,avg log pred advi,1630,163,-936.8800686248279
164,avg log pred advi,1640,164,-936.505391537791
165,avg log pred advi,1650,165,-936.1308642916189
166,avg log pred advi,1660,166,-935.7564868263869
167,avg log pred advi,1670,167,-935.382259082195
168,avg log pred advi,1680,168,-935.0081809991664
169,avg log pred advi,1690,169,-934.6342525174488
170,avg log pred advi,1700,170,-934.2604735772136
171,avg log pred advi,1710,171,-933.8868441186561
172,avg log pred advi,1720,172,-933.5133640819957
173,avg log pred advi,1730,173,-933.1400334074756
174,avg log pred advi,1740,174,-932.7668520353627
175,avg log pred advi,1750,175,-932.3938199059482
176,avg log pred advi,1760,176,-932.0209369595469
177,avg log pred advi,1770,177,-931.6482031364974
178,avg log pred advi,1780,178,-931.2756183771626
179,avg log pred advi,1790,179,-930.9031826219285
180,avg log pred advi,1800,180,-930.5308958112057
181,avg log pred advi,1810,181,-930.1587578854283
182,avg log pred advi,1820,182,-929.7867687850539
183,avg log pred advi,1830,183,-929.4149284505647
184,avg log pred advi,1840,184,-929.043236822466
185,avg log pred advi,1850,185,-928.6716938412873
186,avg log pred advi,1860,186,-928.3002994475813
187,avg log pred advi,1870,187,-927.9290535819254
188,avg log pred advi,1880,188,-927.5579561849199
189,avg log pred advi,1890,189,-927.1870071971895
190,avg log pred advi,1900,190,-926.8162065593823
191,avg log pred advi,1910,191,-926.44555421217
192,avg log pred advi,1920,192,-926.0750500962483
193,avg log pred advi,1930,193,-925.7046941523367
194,avg log pred advi,1940,194,-925.3344863211781
195,avg log pred advi,1950,195,-924.9644265435393
196,avg log pred advi,1960,196,-924.5945147602107
197,avg log pred advi,1970,197,-924.2247509120064
198,avg log pred advi,1980,198,-923.8551349397642
199,avg log pred advi,1990,199,-923.4856667843458
200,avg log pred advi,2000,200,-923.1163463866358
201,avg log pred advi,2010,201,-922.7471736875432
202,avg log pred advi,2020,202,-922.3781486280005
203,avg log pred advi,2030,203,-922.0092711489634
204,avg log pred advi,2040,204,-921.6405411914118
205,avg log pred advi,2050,205,-921.2719586963487
206,avg log pred advi,2060,206,-920.9035236048009
207,avg log pred advi,2070,207,-920.5352358578189
208,avg log pred advi,2080,208,-920.1670953964766
209,avg log pred advi,2090,209,-919.7991021618715
210,avg log pred advi,2100,210,-919.4312560951247
211,avg log pred advi,2110,211,-919.0635571373808
212,avg log pred advi,2120,212,-918.6960052298081
213,avg log pred advi,2130,213,-918.328600313598
214,avg log pred advi,2140,214,-917.9613423299662
215,avg log pred advi,2150,215,-917.594231220151
216,avg log pred advi,2160,216,-917.2272669254147
217,avg log pred advi,2170,217,-916.8604493870431
218,avg log pred advi,2180,218,-916.4937785463454
219,avg log pred advi,2190,219,-916.1272543446541
220,avg log pred advi,2200,220,-915.7608767233256
221,avg log pred advi,2210,221,-915.3946456237393
222,avg log pred advi,2220,222,-915.0285609872982
223,avg log pred advi,2230,223,-914.6626227554289
224,avg log pred advi,2240,224,-914.2968308695811
225,avg log pred advi,2250,225,-913.9311852712282
226,avg log pred advi,2260,226,-913.5656859018669
227,avg log pred advi,2270,227,-913.2003327030172
228,avg log pred advi,2280,228,-912.8351256162229
229,avg log pred advi,2290,229,-912.4700645830504
230,avg log pred advi,2300,230,-912.1051495450904
231,avg log pred advi,2310,231,-911.7403804439563
232,avg log pred advi,2320,232,-911.3757572212849
233,avg log pred advi,2330,233,-911.0112798187364
234,avg log pred advi,2340,234,-910.6469481779949
235,avg log pred advi,2350,235,-910.2827622407669
236,avg log pred advi,2360,236,-909.9187219487828
237,avg log pred advi,2370,237,-909.5548272437964
238,avg log pred advi,2380,238,-909.191078067584
239,avg log pred advi,2390,239,-908.8274743619462
240,avg log pred advi,2400,240,-908.4640160687062
241,avg log pred advi,2410,241,-908.1007031297106
242,avg log pred advi,2420,242,-907.7375354868295
243,avg log pred advi,2430,243,-907.3745130819561
244,avg log pred advi,2440,244,-907.0116358570067
245,avg log pred advi,2450,245,-906.6489037539209
246,avg log pred advi,2460,246,-906.2863167146617
247,avg log pred advi,2470,247,-905.923874681215
248,avg log pred advi,2480,248,-905.5615775955903
249,avg log pred advi,2490,249,-905.19942539982
250,avg log pred advi,2500,250,-904.8374180359596
251,avg log pred advi,2510,251,-904.475555446088
252,avg log pred advi,2520,252,-904.1138375723073
253,avg log pred advi,2530,253,-903.7522643567423
254,avg log pred advi,2540,254,-903.3908357415418
255,avg log pred advi,2550,255,-903.0295516688768
256,avg log pred advi,2560,256,-902.6684120809421
257,avg log pred advi,2570,257,-902.3074169199551
258,avg log pred advi,2580,258,-901.9465661281569
259,avg log pred advi,2590,259,-901.5858596478112
260,avg log pred advi,2600,260,-901.2252974212048
261,avg log pred advi,2610,261,-900.864879390648
262,avg log pred advi,2620,262,-900.5046054984738
263,avg log pred advi,2630,263,-900.1444756870385
264,avg log pred advi,2640,264,-899.7844898987211
265,avg log pred advi,2650,265,-899.424648075924
266,avg log pred advi,2660,266,-899.0649501610727
267,avg log pred advi,2670,267,-898.7053960966151
268,avg log pred advi,2680,268,-898.345985825023
269,avg log pred advi,2690,269,-897.9867192887904
270,avg log pred advi,2700,270,-897.6275964304349
271,avg log pred advi,2710,271,-897.2686171924968
272,avg log pred advi,2720,272,-896.9097815175392
273,avg log pred advi,2730,273,-896.5510893481485
274,avg log pred advi,2740,274,-896.1925406269343
275,avg log pred advi,2750,275,-895.8341352965282
276,avg log pred advi,2760,276,-895.4758732995859
277,avg log pred advi,2770,277,-895.117754578785
278,avg log pred advi,2780,278,-894.759779076827
279,avg log pred advi,2790,279,-894.4019467364354
280,avg log pred advi,2800,280,-894.0442575003572
281,avg log pred advi,2810,281,-893.6867113113623
282,avg log pred advi,2820,282,-893.3293081122429
283,avg log pred advi,2830,283,-892.9720478458147
284,avg log pred advi,2840,284,-892.6149304549161
285,avg log pred advi,2850,285,-892.2579558824083
286,avg log pred advi,2860,286,-891.9011240711754
287,avg log pred advi,2870,287,-891.5444349641242
288,avg log pred advi,2880,288,-891.1878885041845
289,avg log pred advi,2890,289,-890.8314846343088
290,avg log pred advi,2900,290,-890.4752232974727
291,avg log pred advi,2910,291,-890.119104436674
292,avg log pred advi,2920,292,-889.763127994934
293,avg log pred advi,2930,293,-889.4072939152965
294,avg log pred advi,2940,294,-889.0516021408278
295,avg log pred advi,2950,295,-888.6960526146173
296,avg log pred advi,2960,296,-888.3406452797773
297,avg log pred advi,2970,297,-887.9853800794423
298,avg log pred advi,2980,298,-887.63025695677
299,avg log pred advi,2990,299,-887.2752758549407
300,avg log pred advi,3000,300,-886.9204367171575
301,avg log pred advi,3010,301,-886.5657394866461
302,avg log pred advi,3020,302,-886.2111841066547
303,avg log pred advi,3030,303,-885.8567705204549
304,avg log pred advi,3040,304,-885.5024986713402
305,avg log pred advi,3050,305,-885.1483685026271
306,avg log pred advi,3060,306,-884.7943799576549
307,avg log pred advi,3070,307,-884.4405329797853
308,avg log pred advi,3080,308,-884.0868275124029
309,avg log pred advi,3090,309,-883.7332634989149
310,avg log pred advi,3100,310,-883.379840882751
311,avg log pred advi,3110,311,-883.0265596073633
312,avg log pred advi,3120,312,-882.6734196162272
313,avg log pred advi,3130,313,-882.3204208528399
314,avg log pred advi,3140,314,-881.967563260722
315,avg log pred advi,3150,315,-881.614846783416
316,avg log pred advi,3160,316,-881.2622713644874
317,avg log pred advi,3170,317,-880.9098369475242
318,avg log pred advi,3180,318,-880.5575434761366
319,avg log pred advi,3190,319,-880.2053908939581
320,avg log pred advi,3200,320,-879.8533791446438
321,avg log pred advi,3210,321,-879.5015081718722
322,avg log pred advi,3220,322,-879.1497779193437
323,avg log pred advi,3230,323,-878.7981883307815
324,avg log pred advi,3240,324,-878.4467393499314
325,avg log pred advi,3250,325,-878.0954309205613
326,avg log pred advi,3260,326,-877.7442629864621
327,avg log pred advi,3270,327,-877.393235491447
328,avg log pred advi,3280,328,-877.0423483793512
329,avg log pred advi,3290,329,-876.6916015940333
330,avg log pred advi,3300,330,-876.3409950793732
331,avg log pred advi,3310,331,-875.9905287792744
332,avg log pred advi,3320,332,-875.640202637662
333,avg log pred advi,3330,333,-875.2900165984839
334,avg log pred advi,3340,334,-874.9399706057105
335,avg log pred advi,3350,335,-874.590064603334
336,avg log pred advi,3360,336,-874.2402985353699
337,avg log pred advi,3370,337,-873.8906723458553
338,avg log pred advi,3380,338,-873.5411859788502
339,avg log pred advi,3390,339,-873.1918393784367
340,avg log pred advi,3400,340,-872.8426324887193
341,avg log pred advi,3410,341,-872.4935652538251
342,avg log pred advi,3420,342,-872.1446376179031
343,avg log pred advi,3430,343,-871.795849525125
344,avg log pred advi,3440,344,-871.4472009196846
345,avg log pred advi,3450,345,-871.0986917457983
346,avg log pred advi,3460,346,-870.7503219477046
347,avg log pred advi,3470,347,-870.4020914696641
348,avg log pred advi,3480,348,-870.0540002559602
349,avg log pred advi,3490,349,-869.7060482508982
350,avg log pred advi,3500,350,-869.3582353988058
351,avg log pred advi,3510,351,-869.0105616440329
352,avg log pred advi,3520,352,-868.6630269309517
353,avg log pred advi,3530,353,-868.3156312039567
354,avg log pred advi,3540,354,-867.9683744074645
355,avg log pred advi,3550,355,-867.621256485914
356,avg log pred advi,3560,356,-867.2742773837665
357,avg log pred advi,3570,357,-866.9274370455051
358,avg log pred advi,3580,358,-866.5807354156357
359,avg log pred advi,3590,359,-866.2341724386856
360,avg log pred advi,3600,360,-865.887748059205
361,avg log pred advi,3610,361,-865.541462221766
362,avg log pred advi,3620,362,-865.1953148709626
363,avg log pred advi,3630,363,-864.8493059514118
364,avg log pred advi,3640,364,-864.5034354077515
365,avg log pred advi,3650,365,-864.1577031846429
366,avg log pred advi,3660,366,-863.8121092267685
367,avg log pred advi,3670,367,-863.4666534788333
368,avg log pred advi,3680,368,-863.1213358855647
369,avg log pred advi,3690,369,-862.7761563917117
370,avg log pred advi,3700,370,-862.4311149420455
371,avg log pred advi,3710,371,-862.0862114813594
372,avg log pred advi,3720,372,-861.7414459544692
373,avg log pred advi,3730,373,-861.396818306212
374,avg log pred advi,3740,374,-861.0523284814477
375,avg log pred advi,3750,375,-860.7079764250578
376,avg log pred advi,3760,376,-860.3637620819459
377,avg log pred advi,3770,377,-860.0196853970378
378,avg log pred advi,3780,378,-859.6757463152812
379,avg log pred advi,3790,379,-859.3319447816459
380,avg log pred advi,3800,380,-858.9882807411234
381,avg log pred advi,3810,381,-858.6447541387279
382,avg log pred advi,3820,382,-858.3013649194947
383,avg log pred advi,3830,383,-857.9581130284818
384,avg log pred advi,3840,384,-857.6149984107689
385,avg log pred advi,3850,385,-857.2720210114575
386,avg log pred advi,3860,386,-856.9291807756713
387,avg log pred advi,3870,387,-856.5864776485557
388,avg log pred advi,3880,388,-856.2439115752786
389,avg log pred advi,3890,389,-855.901482501029
390,avg log pred advi,3900,390,-855.5591903710184
391,avg log pred advi,3910,391,-855.2170351304802
392,avg log pred advi,3920,392,-854.8750167246694
393,avg log pred advi,3930,393,-854.5331350988632
394,avg log pred advi,3940,394,-854.1913901983603
395,avg log pred advi,3950,395,-853.8497819684817
396,avg log pred advi,3960,396,-853.5083103545701
397,avg log pred advi,3970,397,-853.16697530199
398,avg log pred advi,3980,398,-852.8257767561275
399,avg log pred advi,3990,399,-852.4847146623914
400,avg log pred advi,4000,400,-852.1437889662113
401,avg log pred advi,4010,401,-851.8029996130394
402,avg log pred advi,4020,402,-851.462346548349
403,avg log pred advi,4030,403,-851.1218297176362
404,avg log pred advi,4040,404,-850.7814490664177
405,avg log pred advi,4050,405,-850.441204540233
406,avg log pred advi,4060,406,-850.1010960846428
407,avg log pred advi,4070,407,-849.7611236452299
408,avg log pred advi,4080,408,-849.4212871675984
409,avg log pred advi,4090,409,-849.0815865973748
410,avg log pred advi,4100,410,-848.7420218802067
411,avg log pred advi,4110,411,-848.4025929617641
412,avg log pred advi,4120,412,-848.0632997877381
413,avg log pred advi,4130,413,-847.7241423038419
414,avg log pred advi,4140,414,-847.3851204558102
415,avg log pred advi,4150,415,-847.0462341893996
416,avg log pred advi,4160,416,-846.7074834503884
417,avg log pred advi,4170,417,-846.3688681845763
418,avg log pred advi,4180,418,-846.0303883377849
419,avg log pred advi,4190,419,-845.6920438558574
420,avg log pred advi,4200,420,-845.3538346846588
421,avg log pred advi,4210,421,-845.0157607700754
422,avg log pred advi,4220,422,-844.6778220580156
423,avg log pred advi,4230,423,-844.3400184944092
424,avg log pred advi,4240,424,-844.0023500252075
425,avg log pred advi,4250,425,-843.6648165963837
426,avg log pred advi,4260,426,-843.3274181539323
427,avg log pred advi,4270,427,-842.9901546438695
428,avg log pred advi,4280,428,-842.6530260122333
429,avg log pred advi,4290,429,-842.3160322050832
430,avg log pred advi,4300,430,-841.9791731684999
431,avg log pred advi,4310,431,-841.6424488485862
432,avg log pred advi,4320,432,-841.305859191466
433,avg log pred advi,4330,433,-840.9694041432851
434,avg log pred advi,4340,434,-840.6330836502107
435,avg log pred advi,4350,435,-840.2968976584314
436,avg log pred advi,4360,436,-839.9608461141576
437,avg log pred advi,4370,437,-839.624928963621
438,avg log pred advi,4380,438,-839.2891461530747
439,avg log pred advi,4390,439,-838.9534976287937
440,avg log pred advi,4400,440,-838.6179833370741
441,avg log pred advi,4410,441,-838.2826032242334
442,avg log pred advi,4420,442,-837.9473572366113
443,avg log pred advi,4430,443,-837.612245320568
444,avg log pred advi,4440,444,-837.2772674224858
445,avg log pred advi,4450,445,-836.9424234887681
446,avg log pred advi,4460,446,-836.60771346584
447,avg log pred advi,4470,447,-836.2731373001477
448,avg log pred advi,4480,448,-835.9386949381593
449,avg log pred advi,4490,449,-835.604386326364
450,avg log pred advi,4500,450,-835.270211411272
451,avg log pred advi,4510,451,-834.9361701394158
452,avg log pred advi,4520,452,-834.6022624573485
453,avg log pred advi,4530,453,-834.268488311645
454,avg log pred advi,4540,454,-833.9348476489015
455,avg log pred advi,4550,455,-833.6013404157353
456,avg log pred advi,4560,456,-833.2679665587855
457,avg log pred advi,4570,457,-832.9347260247118
458,avg log pred advi,4580,458,-832.6016187601963
459,avg log pred advi,4590,459,-832.2686447119415
460,avg log pred advi,4600,460,-831.9358038266718
461,avg log pred advi,4610,461,-831.6030960511323
462,avg log pred advi,4620,462,-831.27052133209
463,avg log pred advi,4630,463,-830.9380796163329
464,avg log pred advi,4640,464,-830.6057708506702
465,avg log pred advi,4650,465,-830.2735949819327
466,avg log pred advi,4660,466,-829.9415519569721
467,avg log pred advi,4670,467,-829.6096417226618
468,avg log pred advi,4680,468,-829.2778642258957
469,avg log pred advi,4690,469,-828.9462194135897
470,avg log pred advi,4700,470,-828.6147072326806
471,avg log pred advi,4710,471,-828.2833276301265
472,avg log pred advi,4720,472,-827.9520805529065
473,avg log pred advi,4730,473,-827.6209659480212
474,avg log pred advi,4740,474,-827.2899837624922
475,avg log pred advi,4750,475,-826.9591339433623
476,avg log pred advi,4760,476,-826.6284164376957
477,avg log pred advi,4770,477,-826.2978311925774
478,avg log pred advi,4780,478,-825.9673781551139
479,avg log pred advi,4790,479,-825.6370572724328
480,avg log pred advi,4800,480,-825.3068684916823
481,avg log pred advi,4810,481,-824.9768117600328
482,avg log pred advi,4820,482,-824.6468870246748
483,avg log pred advi,4830,483,-824.3170942328206
484,avg log pred advi,4840,484,-823.9874333317032
485,avg log pred advi,4850,485,-823.6579042685769
486,avg log pred advi,4860,486,-823.328506990717
487,avg log pred advi,4870,487,-822.9992414454199
488,avg log pred advi,4880,488,-822.6701075800032
489,avg log pred advi,4890,489,-822.3411053418056
490,avg log pred advi,4900,490,-822.0122346781865
491,avg log pred advi,4910,491,-821.6834955365268
492,avg log pred advi,4920,492,-821.3548878642281
493,avg log pred advi,4930,493,-821.0264116087131
494,avg log pred advi,4940,494,-820.6980667174258
495,avg log pred advi,4950,495,-820.3698531378311
496,avg log pred advi,4960,496,-820.0417708174143
497,avg log pred advi,4970,497,-819.7138197036828
498,avg log pred advi,4980,498,-819.3859997441642
499,avg log pred advi,4990,499,-819.0583108864073
500,avg log pred advi,5000,500,-818.7307530779818
501,avg log pred advi,5010,501,-818.4033262664788
502,avg log pred advi,5020,502,-818.0760303995094
503,avg log pred advi,5030,503,-817.7488654247068
504,avg log pred advi,5040,504,-817.4218312897243
505,avg log pred advi,5050,505,-817.0949279422366
506,avg log pred advi,5060,506,-816.7681553299392
507,avg log pred advi,5070,507,-816.4415134005483
508,avg log pred advi,5080,508,-816.1150021018013
509,avg log pred advi,5090,509,-815.7886213814563
510,avg log pred advi,5100,510,-815.4623711872927
511,avg log pred advi,5110,511,-815.1362514671101
512,avg log pred advi,5120,512,-814.8102621687294
513,avg log pred advi,5130,513,-814.4844032399925
514,avg log pred advi,5140,514,-814.1586746287618
515,avg log pred advi,5150,515,-813.8330762829207
516,avg log pred advi,5160,516,-813.5076081503736
517,avg log pred advi,5170,517,-813.1822701790455
518,avg log pred advi,5180,518,-812.8570623168824
519,avg log pred advi,5190,519,-812.5319845118512
520,avg log pred advi,5200,520,-812.207036711939
521,avg log pred advi,5210,521,-811.8822188651545
522,avg log pred advi,5220,522,-811.5575309195268
523,avg log pred advi,5230,523,-811.2329728231057
524,avg log pred advi,5240,524,-810.908544523962
525,avg log pred advi,5250,525,-810.5842459701871
526,avg log pred advi,5260,526,-810.2600771098934
527,avg log pred advi,5270,527,-809.9360378912136
528,avg log pred advi,5280,528,-809.6121282623018
529,avg log pred advi,5290,529,-809.2883481713321
530,avg log pred advi,5300,530,-808.9646975664998
531,avg log pred advi,5310,531,-808.6411763960209
532,avg log pred advi,5320,532,-808.317784608132
533,avg log pred advi,5330,533,-807.9945221510903
534,avg log pred advi,5340,534,-807.671388973174
535,avg log pred advi,5350,535,-807.3483850226814
536,avg log pred advi,5360,536,-807.0255102479323
537,avg log pred advi,5370,537,-806.7027645972667
538,avg log pred advi,5380,538,-806.3801480190449
539,avg log pred advi,5390,539,-806.0576604616485
540,avg log pred advi,5400,540,-805.7353018734797
541,avg log pred advi,5410,541,-805.4130722029607
542,avg log pred advi,5420,542,-805.0909713985351
543,avg log pred advi,5430,543,-804.7689994086667
544,avg log pred advi,5440,544,-804.4471561818398
545,avg log pred advi,5450,545,-804.1254416665596
546,avg log pred advi,5460,546,-803.8038558113518
547,avg log pred advi,5470,547,-803.4823985647628
548,avg log pred advi,5480,548,-803.1610698753591
549,avg log pred advi,5490,549,-802.8398696917284
550,avg log pred advi,5500,550,-802.5187979624785
551,avg log pred advi,5510,551,-802.1978546362379
552,avg log pred advi,5520,552,-801.8770396616559
553,avg log pred advi,5530,553,-801.556352987402
554,avg log pred advi,5540,554,-801.2357945621662
555,avg log pred advi,5550,555,-800.9153643346591
556,avg log pred advi,5560,556,-800.5950622536122
557,avg log pred advi,5570,557,-800.2748882677769
558,avg log pred advi,5580,558,-799.9548423259255
559,avg log pred advi,5590,559,-799.6349243768504
560,avg log pred advi,5600,560,-799.3151343693651
561,avg log pred advi,5610,561,-798.995472252303
562,avg log pred advi,5620,562,-798.6759379745181
563,avg log pred advi,5630,563,-798.356531484885
564,avg log pred advi,5640,564,-798.0372527322985
565,avg log pred advi,5650,565,-797.7181016656742
566,avg log pred advi,5660,566,-797.399078233948
567,avg log pred advi,5670,567,-797.0801823860759
568,avg log pred advi,5680,568,-796.7614140710348
569,avg log pred advi,5690,569,-796.4427732378215
570,avg log pred advi,5700,570,-796.1242598354538
571,avg log pred advi,5710,571,-795.8058738129691
572,avg log pred advi,5720,572,-795.4876151194261
573,avg log pred advi,5730,573,-795.1694837039033
574,avg log pred advi,5740,574,-794.8514795154994
575,avg log pred advi,5750,575,-794.533602503334
576,avg log pred advi,5760,576,-794.2158526165467
577,avg log pred advi,5770,577,-793.8982298042974
578,avg log pred advi,5780,578,-793.5807340157668
579,avg log pred advi,5790,579,-793.2633652001551
580,avg log pred advi,5800,580,-792.9461233066837
581,avg log pred advi,5810,581,-792.6290082845936
582,avg log pred advi,5820,582,-792.3120200831466
583,avg log pred advi,5830,583,-791.9951586516245
584,avg log pred advi,5840,584,-791.6784239393294
585,avg log pred advi,5850,585,-791.3618158955838
586,avg log pred advi,5860,586,-791.0453344697306
587,avg log pred advi,5870,587,-790.7289796111324
588,avg log pred advi,5880,588,-790.4127512691728
