,label,step,time,value
198,log pred nuts,1980,198,-926.3409950793732
199,log pred nuts,1990,199,-925.7569624484948
200,log pred nuts,2000,200,-925.1733190429475
201,log pred nuts,2010,201,-924.590064603334
202,log pred nuts,2020,202,-924.0071988704304
203,log pred nuts,2030,203,-923.4247215851851
204,log pred nuts,2040,204,-922.8426324887193
205,log pred nuts,2050,205,-922.2609313223269
206,log pred nuts,2060,206,-921.6796178274736
207,log pred nuts,2070,207,-921.0986917457983
208,log pred nuts,2080,208,-920.5181528191115
209,log pred nuts,2090,209,-919.9380007893958
210,log pred nuts,2100,210,-919.3582353988058
211,log pred nuts,2110,211,-918.7788563896681
212,log pred nuts,2120,212,-918.199863504481
213,log pred nuts,2130,213,-917.621256485914
214,log pred nuts,2140,214,-917.0430350768087
215,log pred nuts,2150,215,-916.4651990201777
216,log pred nuts,2160,216,-915.887748059205
217,log pred nuts,2170,217,-915.3106819372457
218,log pred nuts,2180,218,-914.7340003978259
219,log pred nuts,2190,219,-914.1577031846429
220,log pred nuts,2200,220,-913.5817900415641
221,log pred nuts,2210,221,-913.0062607126287
222,log pred nuts,2220,222,-912.4311149420455
223,log pred nuts,2230,223,-911.8563524741942
224,log pred nuts,2240,224,-911.2819730536248
225,log pred nuts,2250,225,-910.7079764250578
226,log pred nuts,2260,226,-910.1343623333833
227,log pred nuts,2270,227,-909.5611305236617
228,log pred nuts,2280,228,-908.9882807411234
229,log pred nuts,2290,229,-908.4158127311686
230,log pred nuts,2300,230,-907.8437262393668
231,log pred nuts,2310,231,-907.2720210114575
232,log pred nuts,2320,232,-906.7006967933494
233,log pred nuts,2330,233,-906.1297533311205
234,log pred nuts,2340,234,-905.5591903710184
235,log pred nuts,2350,235,-904.9890076594595
236,log pred nuts,2360,236,-904.4192049430292
237,log pred nuts,2370,237,-903.8497819684817
238,log pred nuts,2380,238,-903.2807384827403
239,log pred nuts,2390,239,-902.7120742328967
240,log pred nuts,2400,240,-902.1437889662113
241,log pred nuts,2410,241,-901.5758824301129
242,log pred nuts,2420,242,-901.0083543721983
243,log pred nuts,2430,243,-900.441204540233
244,log pred nuts,2440,244,-899.8744326821504
245,log pred nuts,2450,245,-899.308038546052
246,log pred nuts,2460,246,-898.7420218802067
247,log pred nuts,2470,247,-898.1763824330519
248,log pred nuts,2480,248,-897.6111199531922
249,log pred nuts,2490,249,-897.0462341893996
250,log pred nuts,2500,250,-896.4817248906141
251,log pred nuts,2510,251,-895.9175918059424
252,log pred nuts,2520,252,-895.3538346846588
253,log pred nuts,2530,253,-894.7904532762044
254,log pred nuts,2540,254,-894.2274473301877
255,log pred nuts,2550,255,-893.6648165963837
256,log pred nuts,2560,256,-893.1025608247343
257,log pred nuts,2570,257,-892.5406797653479
258,log pred nuts,2580,258,-891.9791731684999
259,log pred nuts,2590,259,-891.4180407846316
260,log pred nuts,2600,260,-890.8572823643508
261,log pred nuts,2610,261,-890.2968976584314
262,log pred nuts,2620,262,-889.7368864178138
263,log pred nuts,2630,263,-889.177248393604
264,log pred nuts,2640,264,-888.6179833370741
265,log pred nuts,2650,265,-888.0590909996615
266,log pred nuts,2660,266,-887.5005711329699
267,log pred nuts,2670,267,-886.9424234887681
268,log pred nuts,2680,268,-886.3846478189905
269,log pred nuts,2690,269,-885.8272438757368
270,log pred nuts,2700,270,-885.270211411272
271,log pred nuts,2710,271,-884.7135501780259
272,log pred nuts,2720,272,-884.1572599285938
273,log pred nuts,2730,273,-883.6013404157353
274,log pred nuts,2740,274,-883.0457913923751
275,log pred nuts,2750,275,-882.4906126116027
276,log pred nuts,2760,276,-881.9358038266718
277,log pred nuts,2770,277,-881.3813647910007
278,log pred nuts,2780,278,-880.8272952581721
279,log pred nuts,2790,279,-880.2735949819327
280,log pred nuts,2800,280,-879.7202637161938
281,log pred nuts,2810,281,-879.1673012150301
282,log pred nuts,2820,282,-878.6147072326806
283,log pred nuts,2830,283,-878.062481523548
284,log pred nuts,2840,284,-877.5106238421987
285,log pred nuts,2850,285,-876.9591339433623
286,log pred nuts,2860,286,-876.4080115819324
287,log pred nuts,2870,287,-875.8572565129658
288,log pred nuts,2880,288,-875.3068684916823
289,log pred nuts,2890,289,-874.7568472734652
290,log pred nuts,2900,290,-874.2071926138603
291,log pred nuts,2910,291,-873.6579042685769
292,log pred nuts,2920,292,-873.1089819934866
293,log pred nuts,2930,293,-872.5604255446242
294,log pred nuts,2940,294,-872.0122346781865
295,log pred nuts,2950,295,-871.4644091505336
296,log pred nuts,2960,296,-870.9169487181869
297,log pred nuts,2970,297,-870.3698531378311
298,log pred nuts,2980,298,-869.8231221663123
299,log pred nuts,2990,299,-869.276755560639
300,log pred nuts,3000,300,-868.7307530779818
301,log pred nuts,3010,301,-868.1851144756728
302,log pred nuts,3020,302,-867.6398395112059
303,log pred nuts,3030,303,-867.0949279422366
304,log pred nuts,3040,304,-866.5503795265821
305,log pred nuts,3050,305,-866.0061940222209
306,log pred nuts,3060,306,-865.4623711872927
307,log pred nuts,3070,307,-864.9189107800984
308,log pred nuts,3080,308,-864.3758125591
309,log pred nuts,3090,309,-863.8330762829207
310,log pred nuts,3100,310,-863.2907017103443
311,log pred nuts,3110,311,-862.7486886003153
312,log pred nuts,3120,312,-862.207036711939
313,log pred nuts,3130,313,-861.6657458044814
314,log pred nuts,3140,314,-861.1248156373684
315,log pred nuts,3150,315,-860.5842459701871
316,log pred nuts,3160,316,-860.0440365626839
317,log pred nuts,3170,317,-859.5041871747658
318,log pred nuts,3180,318,-858.9646975664998
319,log pred nuts,3190,319,-858.4255674981127
320,log pred nuts,3200,320,-857.8867967299911
321,log pred nuts,3210,321,-857.3483850226814
322,log pred nuts,3220,322,-856.8103321368894
323,log pred nuts,3230,323,-856.2726378334806
324,log pred nuts,3240,324,-855.7353018734797
325,log pred nuts,3250,325,-855.1983240180706
326,log pred nuts,3260,326,-854.6617040285965
327,log pred nuts,3270,327,-854.1254416665596
328,log pred nuts,3280,328,-853.5895366936212
329,log pred nuts,3290,329,-853.0539888716013
330,log pred nuts,3300,330,-852.5187979624785
331,log pred nuts,3310,331,-851.9839637283902
332,log pred nuts,3320,332,-851.4494859316324
333,log pred nuts,3330,333,-850.9153643346591
334,log pred nuts,3340,334,-850.3815987000834
335,log pred nuts,3350,335,-849.8481887906757
336,log pred nuts,3360,336,-849.3151343693651
337,log pred nuts,3370,337,-848.7824351992385
338,log pred nuts,3380,338,-848.2500910435407
339,log pred nuts,3390,339,-847.7181016656742
340,log pred nuts,3400,340,-847.1864668291995
341,log pred nuts,3410,341,-846.6551862978341
342,log pred nuts,3420,342,-846.1242598354538
343,log pred nuts,3430,343,-845.5936872060907
344,log pred nuts,3440,344,-845.0634681739351
345,log pred nuts,3450,345,-844.533602503334
346,log pred nuts,3460,346,-844.0040899587916
347,log pred nuts,3470,347,-843.4749303049688
348,log pred nuts,3480,348,-842.9461233066837
349,log pred nuts,3490,349,-842.4176687289108
350,log pred nuts,3500,350,-841.8895663367816
351,log pred nuts,3510,351,-841.3618158955838
352,log pred nuts,3520,352,-840.8344171707618
353,log pred nuts,3530,353,-840.3073699279157
354,log pred nuts,3540,354,-839.7806739328028
355,log pred nuts,3550,355,-839.2543289513357
356,log pred nuts,3560,356,-838.7283347495833
357,log pred nuts,3570,357,-838.2026910937703
358,log pred nuts,3580,358,-837.6773977502777
359,log pred nuts,3590,359,-837.1524544856414
360,log pred nuts,3600,360,-836.6278610665535
361,log pred nuts,3610,361,-836.103617259861
362,log pred nuts,3620,362,-835.5797228325671
363,log pred nuts,3630,363,-835.0561775518296
364,log pred nuts,3640,364,-834.5329811849615
365,log pred nuts,3650,365,-834.0101334994315
366,log pred nuts,3660,366,-833.4876342628625
367,log pred nuts,3670,367,-832.9654832430328
368,log pred nuts,3680,368,-832.4436802078752
369,log pred nuts,3690,369,-831.9222249254773
370,log pred nuts,3700,370,-831.401117164081
371,log pred nuts,3710,371,-830.8803566920831
372,log pred nuts,3720,372,-830.3599432780343
373,log pred nuts,3730,373,-829.8398766906398
374,log pred nuts,3740,374,-829.3201566987589
375,log pred nuts,3750,375,-828.8007830714049
376,log pred nuts,3760,376,-828.281755577745
377,log pred nuts,3770,377,-827.7630739871005
378,log pred nuts,3780,378,-827.2447380689462
379,log pred nuts,3790,379,-826.7267475929103
380,log pred nuts,3800,380,-826.2091023287752
381,log pred nuts,3810,381,-825.691802046476
382,log pred nuts,3820,382,-825.1748465161016
383,log pred nuts,3830,383,-824.658235507894
384,log pred nuts,3840,384,-824.1419687922483
385,log pred nuts,3850,385,-823.6260461397127
386,log pred nuts,3860,386,-823.1104673209878
387,log pred nuts,3870,387,-822.595232106928
388,log pred nuts,3880,388,-822.0803402685397
389,log pred nuts,3890,389,-821.5657915769818
390,log pred nuts,3900,390,-821.0515858035662
391,log pred nuts,3910,391,-820.5377227197572
392,log pred nuts,3920,392,-820.0242020971708
393,log pred nuts,3930,393,-819.5110237075759
394,log pred nuts,3940,394,-818.9981873228929
395,log pred nuts,3950,395,-818.4856927151949
396,log pred nuts,3960,396,-817.9735396567061
397,log pred nuts,3970,397,-817.4617279198034
398,log pred nuts,3980,398,-816.9502572770144
399,log pred nuts,3990,399,-816.4391275010191
400,log pred nuts,4000,400,-815.9283383646487
401,log pred nuts,4010,401,-815.4178896408857
402,log pred nuts,4020,402,-814.907781102864
403,log pred nuts,4030,403,-814.3980125238687
404,log pred nuts,4040,404,-813.8885836773361
405,log pred nuts,4050,405,-813.3794943368531
406,log pred nuts,4060,406,-812.8707442761581
407,log pred nuts,4070,407,-812.3623332691398
408,log pred nuts,4080,408,-811.8542610898376
409,log pred nuts,4090,409,-811.3465275124416
410,log pred nuts,4100,410,-810.8391323112929
411,log pred nuts,4110,411,-810.3320752608821
412,log pred nuts,4120,412,-809.8253561358506
413,log pred nuts,4130,413,-809.3189747109898
414,log pred nuts,4140,414,-808.8129307612413
415,log pred nuts,4150,415,-808.307224061697
416,log pred nuts,4160,416,-807.8018543875979
417,log pred nuts,4170,417,-807.2968215143355
418,log pred nuts,4180,418,-806.7921252174508
419,log pred nuts,4190,419,-806.287765272634
420,log pred nuts,4200,420,-805.7837414557255
421,log pred nuts,4210,421,-805.2800535427144
422,log pred nuts,4220,422,-804.7767013097396
423,log pred nuts,4230,423,-804.273684533089
424,log pred nuts,4240,424,-803.7710029891992
425,log pred nuts,4250,425,-803.2686564546568
426,log pred nuts,4260,426,-802.7666447061963
427,log pred nuts,4270,427,-802.2649675207012
428,log pred nuts,4280,428,-801.7636246752041
429,log pred nuts,4290,429,-801.2626159468861
430,log pred nuts,4300,430,-800.7619411130762
431,log pred nuts,4310,431,-800.2615999512526
432,log pred nuts,4320,432,-799.7615922390413
433,log pred nuts,4330,433,-799.2619177542167
434,log pred nuts,4340,434,-798.7625762747012
435,log pred nuts,4350,435,-798.2635675785652
436,log pred nuts,4360,436,-797.7648914440272
437,log pred nuts,4370,437,-797.2665476494532
438,log pred nuts,4380,438,-796.7685359733571
439,log pred nuts,4390,439,-796.2708561944005
440,log pred nuts,4400,440,-795.7735080913922
441,log pred nuts,4410,441,-795.2764914432887
442,log pred nuts,4420,442,-794.7798060291935
443,log pred nuts,4430,443,-794.2834516283579
444,log pred nuts,4440,444,-793.7874280201796
445,log pred nuts,4450,445,-793.2917349842038
446,log pred nuts,4460,446,-792.7963723001224
447,log pred nuts,4470,447,-792.3013397477744
448,log pred nuts,4480,448,-791.806637107145
449,log pred nuts,4490,449,-791.3122641583666
450,log pred nuts,4500,450,-790.8182206817179
451,log pred nuts,4510,451,-790.3245064576238
452,log pred nuts,4520,452,-789.8311212666558
453,log pred nuts,4530,453,-789.3380648895319
454,log pred nuts,4540,454,-788.8453371071155
455,log pred nuts,4550,455,-788.3529377004166
456,log pred nuts,4560,456,-787.8608664505912
457,log pred nuts,4570,457,-787.3691231389407
458,log pred nuts,4580,458,-786.8777075469126
459,log pred nuts,4590,459,-786.3866194561001
460,log pred nuts,4600,460,-785.8958586482416
461,log pred nuts,4610,461,-785.4054249052215
462,log pred nuts,4620,462,-784.9153180090688
463,log pred nuts,4630,463,-784.4255377419584
464,log pred nuts,4640,464,-783.9360838862102
465,log pred nuts,4650,465,-783.4469562242892
466,log pred nuts,4660,466,-782.9581545388053
467,log pred nuts,4670,467,-782.4696786125132
468,log pred nuts,4680,468,-781.9815282283126
469,log pred nuts,4690,469,-781.4937031692476
470,log pred nuts,4700,470,-781.0062032185073
471,log pred nuts,4710,471,-780.5190281594249
472,log pred nuts,4720,472,-780.0321777754781
473,log pred nuts,4730,473,-779.545651850289
474,log pred nuts,4740,474,-779.0594501676237
475,log pred nuts,4750,475,-778.573572511393
476,log pred nuts,4760,476,-778.0880186656507
477,log pred nuts,4770,477,-777.6027884145955
478,log pred nuts,4780,478,-777.1178815425693
479,log pred nuts,4790,479,-776.633297834058
480,log pred nuts,4800,480,-776.1490370736909
481,log pred nuts,4810,481,-775.6650990462413
482,log pred nuts,4820,482,-775.1814835366253
483,log pred nuts,4830,483,-774.6981903299029
484,log pred nuts,4840,484,-774.2152192112769
485,log pred nuts,4850,485,-773.7325699660938
486,log pred nuts,4860,486,-773.2502423798423
487,log pred nuts,4870,487,-772.7682362381553
488,log pred nuts,4880,488,-772.2865513268071
489,log pred nuts,4890,489,-771.8051874317158
490,log pred nuts,4900,490,-771.324144338942
491,log pred nuts,4910,491,-770.8434218346887
492,log pred nuts,4920,492,-770.3630197053013
493,log pred nuts,4930,493,-769.882937737268
494,log pred nuts,4940,494,-769.4031757172188
495,log pred nuts,4950,495,-768.9237334319262
496,log pred nuts,4960,496,-768.4446106683047
497,log pred nuts,4970,497,-767.9658072134109
498,log pred nuts,4980,498,-767.4873228544433
499,log pred nuts,4990,499,-767.0091573787421
500,log pred nuts,5000,500,-766.5313105737893
501,log pred nuts,5010,501,-766.0537822272086
502,log pred nuts,5020,502,-765.576572126765
503,log pred nuts,5030,503,-765.0996800603652
504,log pred nuts,5040,504,-764.6231058160572
505,log pred nuts,5050,505,-764.1468491820305
506,log pred nuts,5060,506,-763.670909946615
507,log pred nuts,5070,507,-763.1952878982822
508,log pred nuts,5080,508,-762.7199828256448
509,log pred nuts,5090,509,-762.2449945174559
510,log pred nuts,5100,510,-761.7703227626097
511,log pred nuts,5110,511,-761.2959673501409
512,log pred nuts,5120,512,-760.8219280692248
513,log pred nuts,5130,513,-760.3482047091773
514,log pred nuts,5140,514,-759.8747970594546
515,log pred nuts,5150,515,-759.4017049096536
516,log pred nuts,5160,516,-758.9289280495108
517,log pred nuts,5170,517,-758.4564662689032
518,log pred nuts,5180,518,-757.9843193578479
519,log pred nuts,5190,519,-757.5124871065017
520,log pred nuts,5200,520,-757.0409693051614
521,log pred nuts,5210,521,-756.5697657442636
522,log pred nuts,5220,522,-756.0988762143844
523,log pred nuts,5230,523,-755.6283005062396
524,log pred nuts,5240,524,-755.1580384106844
525,log pred nuts,5250,525,-754.6880897187134
526,log pred nuts,5260,526,-754.2184542214605
527,log pred nuts,5270,527,-753.7491317101991
528,log pred nuts,5280,528,-753.280121976341
529,log pred nuts,5290,529,-752.8114248114374
530,log pred nuts,5300,530,-752.3430400071788
531,log pred nuts,5310,531,-751.874967355394
532,log pred nuts,5320,532,-751.4072066480506
533,log pred nuts,5330,533,-750.9397576772551
534,log pred nuts,5340,534,-750.4726202352524
535,log pred nuts,5350,535,-750.0057941144256
536,log pred nuts,5360,536,-749.5392791072967
537,log pred nuts,5370,537,-749.0730750065258
538,log pred nuts,5380,538,-748.6071816049106
539,log pred nuts,5390,539,-748.1415986953875
540,log pred nuts,5400,540,-747.676326071031
541,log pred nuts,5410,541,-747.2113635250532
542,log pred nuts,5420,542,-746.746710850804
543,log pred nuts,5430,543,-746.282367841771
544,log pred nuts,5440,544,-745.8183342915796
545,log pred nuts,5450,545,-745.3546099939927
546,log pred nuts,5460,546,-744.8911947429106
547,log pred nuts,5470,547,-744.428088332371
548,log pred nuts,5480,548,-743.9652905565487
549,log pred nuts,5490,549,-743.5028012097558
550,log pred nuts,5500,550,-743.0406200864415
551,log pred nuts,5510,551,-742.578746981192
552,log pred nuts,5520,552,-742.1171816887304
553,log pred nuts,5530,553,-741.6559240039165
554,log pred nuts,5540,554,-741.1949737217469
555,log pred nuts,5550,555,-740.7343306373547
556,log pred nuts,5560,556,-740.2739945460097
557,log pred nuts,5570,557,-739.8139652431181
558,log pred nuts,5580,558,-739.3542425242224
559,log pred nuts,5590,559,-738.8948261850014
560,log pred nuts,5600,560,-738.4357160212701
561,log pred nuts,5610,561,-737.9769118289795
562,log pred nuts,5620,562,-737.5184134042165
563,log pred nuts,5630,563,-737.0602205432041
564,log pred nuts,5640,564,-736.602333042301
565,log pred nuts,5650,565,-736.1447506980018
566,log pred nuts,5660,566,-735.6874733069363
567,log pred nuts,5670,567,-735.2305006658703
568,log pred nuts,5680,568,-734.7738325717048
569,log pred nuts,5690,569,-734.317468821476
570,log pred nuts,5700,570,-733.8614092123559
571,log pred nuts,5710,571,-733.4056535416511
572,log pred nuts,5720,572,-732.9502016068034
573,log pred nuts,5730,573,-732.49505320539
574,log pred nuts,5740,574,-732.0402081351227
575,log pred nuts,5750,575,-731.5856661938478
576,log pred nuts,5760,576,-731.1314271795471
577,log pred nuts,5770,577,-730.6774908903362
578,log pred nuts,5780,578,-730.2238571244659
579,log pred nuts,5790,579,-729.770525680321
580,log pred nuts,5800,580,-729.317496356421
581,log pred nuts,5810,581,-728.8647689514195
582,log pred nuts,5820,582,-728.412343264104
583,log pred nuts,5830,583,-727.9602190933969
584,log pred nuts,5840,584,-727.508396238354
585,log pred nuts,5850,585,-727.0568744981647
586,log pred nuts,5860,586,-726.6056536721532
587,log pred nuts,5870,587,-726.1547335597767
588,log pred nuts,5880,588,-725.704113960626
589,log pred nuts,5890,589,-725.2537946744262
590,log pred nuts,5900,590,-724.8037755010351
591,log pred nuts,5910,591,-724.3540562404442
592,log pred nuts,5920,592,-723.9046366927784
593,log pred nuts,5930,593,-723.4555166582954
594,log pred nuts,5940,594,-723.0066959373863
595,log pred nuts,5950,595,-722.5581743305758
596,log pred nuts,5960,596,-722.1099516385202
597,log pred nuts,5970,597,-721.6620276620098
598,log pred nuts,5980,598,-721.2144022019671
599,log pred nuts,5990,599,-720.7670750594476
600,log pred nuts,6000,600,-720.3200460356393
601,log pred nuts,6010,601,-719.8733149318624
602,log pred nuts,6020,602,-719.4268815495699
603,log pred nuts,6030,603,-718.9807456903467
604,log pred nuts,6040,604,-718.5349071559104
605,log pred nuts,6050,605,-718.0893657481107
606,log pred nuts,6060,606,-717.6441212689289
607,log pred nuts,6070,607,-717.1991735204787
608,log pred nuts,6080,608,-716.7545223050055
609,log pred nuts,6090,609,-716.3101674248863
610,log pred nuts,6100,610,-715.8661086826304
611,log pred nuts,6110,611,-715.4223458808782
