,label,step,time,value
108,avg log pred advi,1080,108,-897.6275964304349
109,avg log pred advi,1090,109,-896.7304174982355
110,avg log pred advi,1100,110,-895.8341352965282
111,avg log pred advi,1110,111,-894.938748929031
112,avg log pred advi,1120,112,-894.0442575003572
113,avg log pred advi,1130,113,-893.1506601160155
114,avg log pred advi,1140,114,-892.2579558824083
115,avg log pred advi,1150,115,-891.3661439068313
116,avg log pred advi,1160,116,-890.4752232974727
117,avg log pred advi,1170,117,-889.5851931634113
118,avg log pred advi,1180,118,-888.6960526146173
119,avg log pred advi,1190,119,-887.8078007619501
120,avg log pred advi,1200,120,-886.9204367171575
121,avg log pred advi,1210,121,-886.0339595928756
122,avg log pred advi,1220,122,-885.1483685026271
123,avg log pred advi,1230,123,-884.2636625608209
124,avg log pred advi,1240,124,-883.379840882751
125,avg log pred advi,1250,125,-882.4969025845954
126,avg log pred advi,1260,126,-881.614846783416
127,avg log pred advi,1270,127,-880.733672597157
128,avg log pred advi,1280,128,-879.8533791446438
129,avg log pred advi,1290,129,-878.9739655455832
130,avg log pred advi,1300,130,-878.0954309205613
131,avg log pred advi,1310,131,-877.2177743910436
132,avg log pred advi,1320,132,-876.3409950793732
133,avg log pred advi,1330,133,-875.4650921087712
134,avg log pred advi,1340,134,-874.590064603334
135,avg log pred advi,1350,135,-873.7159116880345
136,avg log pred advi,1360,136,-872.8426324887193
137,avg log pred advi,1370,137,-871.9702261321094
138,avg log pred advi,1380,138,-871.0986917457983
139,avg log pred advi,1390,139,-870.2280284582515
140,avg log pred advi,1400,140,-869.3582353988058
141,avg log pred advi,1410,141,-868.4893116976679
142,avg log pred advi,1420,142,-867.621256485914
143,avg log pred advi,1430,143,-866.754068895489
144,avg log pred advi,1440,144,-865.887748059205
145,avg log pred advi,1450,145,-865.0222931107413
146,avg log pred advi,1460,146,-864.1577031846429
147,avg log pred advi,1470,147,-863.2939774163194
148,avg log pred advi,1480,148,-862.4311149420455
149,avg log pred advi,1490,149,-861.5691148989582
150,avg log pred advi,1500,150,-860.7079764250578
151,avg log pred advi,1510,151,-859.8476986592055
152,avg log pred advi,1520,152,-858.9882807411234
153,avg log pred advi,1530,153,-858.1297218113938
154,avg log pred advi,1540,154,-857.2720210114575
155,avg log pred advi,1550,155,-856.4151774836135
156,avg log pred advi,1560,156,-855.5591903710184
157,avg log pred advi,1570,157,-854.7040588176851
158,avg log pred advi,1580,158,-853.8497819684817
159,avg log pred advi,1590,159,-852.9963589691315
160,avg log pred advi,1600,160,-852.1437889662113
161,avg log pred advi,1610,161,-851.2920711071511
162,avg log pred advi,1620,162,-850.441204540233
163,avg log pred advi,1630,163,-849.5911884145902
164,avg log pred advi,1640,164,-848.7420218802067
165,avg log pred advi,1650,165,-847.8937040879159
166,avg log pred advi,1660,166,-847.0462341893996
167,avg log pred advi,1670,167,-846.1996113371882
168,avg log pred advi,1680,168,-845.3538346846588
169,avg log pred advi,1690,169,-844.5089033860344
170,avg log pred advi,1700,170,-843.6648165963837
171,avg log pred advi,1710,171,-842.8215734716199
172,avg log pred advi,1720,172,-841.9791731684999
173,avg log pred advi,1730,173,-841.1376148446233
174,avg log pred advi,1740,174,-840.2968976584314
175,avg log pred advi,1750,175,-839.4570207692074
176,avg log pred advi,1760,176,-838.6179833370741
177,avg log pred advi,1770,177,-837.7797845229939
178,avg log pred advi,1780,178,-836.9424234887681
179,avg log pred advi,1790,179,-836.1058993970355
180,avg log pred advi,1800,180,-835.270211411272
181,avg log pred advi,1810,181,-834.4353586957895
182,avg log pred advi,1820,182,-833.6013404157353
183,avg log pred advi,1830,183,-832.768155737091
184,avg log pred advi,1840,184,-831.9358038266718
185,avg log pred advi,1850,185,-831.1042838521256
186,avg log pred advi,1860,186,-830.2735949819327
187,avg log pred advi,1870,187,-829.4437363854039
188,avg log pred advi,1880,188,-828.6147072326806
189,avg log pred advi,1890,189,-827.7865066947336
190,avg log pred advi,1900,190,-826.9591339433623
191,avg log pred advi,1910,191,-826.1325881511939
192,avg log pred advi,1920,192,-825.3068684916823
193,avg log pred advi,1930,193,-824.4819741391082
194,avg log pred advi,1940,194,-823.6579042685769
195,avg log pred advi,1950,195,-822.8346580560184
196,avg log pred advi,1960,196,-822.0122346781865
197,avg log pred advi,1970,197,-821.190633312658
198,avg log pred advi,1980,198,-820.3698531378311
199,avg log pred advi,1990,199,-819.5498933329256
200,avg log pred advi,2000,200,-818.7307530779818
201,avg log pred advi,2010,201,-817.9124315538594
202,avg log pred advi,2020,202,-817.0949279422366
203,avg log pred advi,2030,203,-816.2782414256098
204,avg log pred advi,2040,204,-815.4623711872927
205,avg log pred advi,2050,205,-814.6473164114145
206,avg log pred advi,2060,206,-813.8330762829207
207,avg log pred advi,2070,207,-813.019649987571
208,avg log pred advi,2080,208,-812.207036711939
209,avg log pred advi,2090,209,-811.3952356434114
210,avg log pred advi,2100,210,-810.5842459701871
211,avg log pred advi,2110,211,-809.7740668812763
212,avg log pred advi,2120,212,-808.9646975664998
213,avg log pred advi,2130,213,-808.1561372164883
214,avg log pred advi,2140,214,-807.3483850226814
215,avg log pred advi,2150,215,-806.5414401773269
216,avg log pred advi,2160,216,-805.7353018734797
217,avg log pred advi,2170,217,-804.9299693050015
218,avg log pred advi,2180,218,-804.1254416665596
219,avg log pred advi,2190,219,-803.3217181536265
220,avg log pred advi,2200,220,-802.5187979624785
221,avg log pred advi,2210,221,-801.7166802901953
222,avg log pred advi,2220,222,-800.9153643346591
223,avg log pred advi,2230,223,-800.1148492945541
224,avg log pred advi,2240,224,-799.3151343693651
225,avg log pred advi,2250,225,-798.516218759377
226,avg log pred advi,2260,226,-797.7181016656742
227,avg log pred advi,2270,227,-796.9207822901396
228,avg log pred advi,2280,228,-796.1242598354538
229,avg log pred advi,2290,229,-795.3285335050939
230,avg log pred advi,2300,230,-794.533602503334
231,avg log pred advi,2310,231,-793.7394660352427
232,avg log pred advi,2320,232,-792.9461233066837
233,avg log pred advi,2330,233,-792.1535735243141
234,avg log pred advi,2340,234,-791.3618158955838
235,avg log pred advi,2350,235,-790.5708496287356
236,avg log pred advi,2360,236,-789.7806739328028
237,avg log pred advi,2370,237,-788.9912880176098
238,avg log pred advi,2380,238,-788.2026910937703
239,avg log pred advi,2390,239,-787.414882372688
240,avg log pred advi,2400,240,-786.6278610665535
241,avg log pred advi,2410,241,-785.8416263883455
242,avg log pred advi,2420,242,-785.0561775518296
243,avg log pred advi,2430,243,-784.2715137715564
244,avg log pred advi,2440,244,-783.4876342628625
245,avg log pred advi,2450,245,-782.7045382418681
246,avg log pred advi,2460,246,-781.9222249254773
247,avg log pred advi,2470,247,-781.1406935313765
248,avg log pred advi,2480,248,-780.3599432780343
249,avg log pred advi,2490,249,-779.5799733847005
250,avg log pred advi,2500,250,-778.8007830714049
251,avg log pred advi,2510,251,-778.0223715589573
252,avg log pred advi,2520,252,-777.2447380689462
253,avg log pred advi,2530,253,-776.4678818237378
254,avg log pred advi,2540,254,-775.691802046476
255,avg log pred advi,2550,255,-774.916497961081
256,avg log pred advi,2560,256,-774.1419687922483
257,avg log pred advi,2570,257,-773.368213765449
258,avg log pred advi,2580,258,-772.595232106928
259,avg log pred advi,2590,259,-771.8230230437034
260,avg log pred advi,2600,260,-771.0515858035662
261,avg log pred advi,2610,261,-770.2809196150791
262,avg log pred advi,2620,262,-769.5110237075759
263,avg log pred advi,2630,263,-768.7418973111603
264,avg log pred advi,2640,264,-767.9735396567061
265,avg log pred advi,2650,265,-767.2059499758557
266,avg log pred advi,2660,266,-766.4391275010191
267,avg log pred advi,2670,267,-765.6730714653739
268,avg log pred advi,2680,268,-764.907781102864
269,avg log pred advi,2690,269,-764.143255648199
270,avg log pred advi,2700,270,-763.3794943368531
271,avg log pred advi,2710,271,-762.6164964050654
272,avg log pred advi,2720,272,-761.8542610898376
273,avg log pred advi,2730,273,-761.0927876289343
274,avg log pred advi,2740,274,-760.3320752608821
275,avg log pred advi,2750,275,-759.5721232249684
276,avg log pred advi,2760,276,-758.8129307612413
277,avg log pred advi,2770,277,-758.0544971105084
278,avg log pred advi,2780,278,-757.2968215143355
279,avg log pred advi,2790,279,-756.5399032150474
280,avg log pred advi,2800,280,-755.7837414557255
281,avg log pred advi,2810,281,-755.0283354802079
282,avg log pred advi,2820,282,-754.273684533089
283,avg log pred advi,2830,283,-753.5197878597173
284,avg log pred advi,2840,284,-752.7666447061963
285,avg log pred advi,2850,285,-752.0142543193826
286,avg log pred advi,2860,286,-751.2626159468861
287,avg log pred advi,2870,287,-750.511728837068
288,avg log pred advi,2880,288,-749.7615922390413
289,avg log pred advi,2890,289,-749.0122054026693
290,avg log pred advi,2900,290,-748.2635675785652
291,avg log pred advi,2910,291,-747.5156780180911
292,avg log pred advi,2920,292,-746.7685359733571
293,avg log pred advi,2930,293,-746.0221406972215
294,avg log pred advi,2940,294,-745.2764914432887
295,avg log pred advi,2950,295,-744.5315874659094
296,avg log pred advi,2960,296,-743.7874280201796
297,avg log pred advi,2970,297,-743.0440123619398
298,avg log pred advi,2980,298,-742.3013397477744
299,avg log pred advi,2990,299,-741.5594094350105
300,avg log pred advi,3000,300,-740.8182206817179
301,avg log pred advi,3010,301,-740.0777727467076
302,avg log pred advi,3020,302,-739.3380648895319
303,avg log pred advi,3030,303,-738.5990963704826
304,avg log pred advi,3040,304,-737.8608664505912
305,avg log pred advi,3050,305,-737.1233743916277
306,avg log pred advi,3060,306,-736.3866194561001
307,avg log pred advi,3070,307,-735.6506009072533
308,avg log pred advi,3080,308,-734.9153180090688
309,avg log pred advi,3090,309,-734.1807700262634
310,avg log pred advi,3100,310,-733.4469562242892
311,avg log pred advi,3110,311,-732.7138758693325
312,avg log pred advi,3120,312,-731.9815282283126
313,avg log pred advi,3130,313,-731.2499125688821
314,avg log pred advi,3140,314,-730.5190281594249
315,avg log pred advi,3150,315,-729.7888742690568
316,avg log pred advi,3160,316,-729.0594501676237
317,avg log pred advi,3170,317,-728.3307551257017
318,avg log pred advi,3180,318,-727.6027884145955
319,avg log pred advi,3190,319,-726.8755493063383
320,avg log pred advi,3200,320,-726.1490370736909
321,avg log pred advi,3210,321,-725.4232509901411
322,avg log pred advi,3220,322,-724.6981903299029
323,avg log pred advi,3230,323,-723.9738543679152
324,avg log pred advi,3240,324,-723.2502423798423
325,avg log pred advi,3250,325,-722.5273536420722
326,avg log pred advi,3260,326,-721.8051874317158
327,avg log pred advi,3270,327,-721.0837430266071
328,avg log pred advi,3280,328,-720.3630197053013
329,avg log pred advi,3290,329,-719.6430167470754
330,avg log pred advi,3300,330,-718.9237334319262
331,avg log pred advi,3310,331,-718.2051690405704
332,avg log pred advi,3320,332,-717.4873228544433
333,avg log pred advi,3330,333,-716.770194155699
334,avg log pred advi,3340,334,-716.0537822272086
335,avg log pred advi,3350,335,-715.3380863525599
336,avg log pred advi,3360,336,-714.6231058160572
337,avg log pred advi,3370,337,-713.90883990272
338,avg log pred advi,3380,338,-713.1952878982822
339,avg log pred advi,3390,339,-712.4824490891917
340,avg log pred advi,3400,340,-711.7703227626097
341,avg log pred advi,3410,341,-711.0589082064097
342,avg log pred advi,3420,342,-710.3482047091773
343,avg log pred advi,3430,343,-709.6382115602087
344,avg log pred advi,3440,344,-708.9289280495108
345,avg log pred advi,3450,345,-708.2203534678
346,avg log pred advi,3460,346,-707.5124871065017
347,avg log pred advi,3470,347,-706.8053282577495
348,avg log pred advi,3480,348,-706.0988762143844
349,avg log pred advi,3490,349,-705.3931302699544
350,avg log pred advi,3500,350,-704.6880897187134
351,avg log pred advi,3510,351,-703.983753855621
352,avg log pred advi,3520,352,-703.280121976341
353,avg log pred advi,3530,353,-702.5771933772415
354,avg log pred advi,3540,354,-701.874967355394
355,avg log pred advi,3550,355,-701.1734432085724
356,avg log pred advi,3560,356,-700.4726202352524
357,avg log pred advi,3570,357,-699.7724977346111
358,avg log pred advi,3580,358,-699.0730750065258
359,avg log pred advi,3590,359,-698.3743513515735
360,avg log pred advi,3600,360,-697.676326071031
361,avg log pred advi,3610,361,-696.9789984668727
362,avg log pred advi,3620,362,-696.282367841771
363,avg log pred advi,3630,363,-695.586433499095
364,avg log pred advi,3640,364,-694.8911947429106
365,avg log pred advi,3650,365,-694.1966508779789
366,avg log pred advi,3660,366,-693.5028012097558
367,avg log pred advi,3670,367,-692.8096450443917
368,avg log pred advi,3680,368,-692.1171816887304
369,avg log pred advi,3690,369,-691.4254104503085
370,avg log pred advi,3700,370,-690.7343306373547
371,avg log pred advi,3710,371,-690.043941558789
372,avg log pred advi,3720,372,-689.3542425242224
373,avg log pred advi,3730,373,-688.6652328439558
374,avg log pred advi,3740,374,-687.9769118289795
375,avg log pred advi,3750,375,-687.2892787909723
376,avg log pred advi,3760,376,-686.602333042301
377,avg log pred advi,3770,377,-685.9160738960202
378,avg log pred advi,3780,378,-685.2305006658703
379,avg log pred advi,3790,379,-684.5456126662782
380,avg log pred advi,3800,380,-683.8614092123559
381,avg log pred advi,3810,381,-683.1778896198997
382,avg log pred advi,3820,382,-682.49505320539
383,avg log pred advi,3830,383,-681.8128992859905
384,avg log pred advi,3840,384,-681.1314271795471
385,avg log pred advi,3850,385,-680.4506362045877
386,avg log pred advi,3860,386,-679.770525680321
387,avg log pred advi,3870,387,-679.0910949266367
388,avg log pred advi,3880,388,-678.412343264104
389,avg log pred advi,3890,389,-677.7342700139711
390,avg log pred advi,3900,390,-677.0568744981647
391,avg log pred advi,3910,391,-676.3801560392891
392,avg log pred advi,3920,392,-675.704113960626
393,avg log pred advi,3930,393,-675.0287475861331
394,avg log pred advi,3940,394,-674.3540562404442
395,avg log pred advi,3950,395,-673.6800392488676
396,avg log pred advi,3960,396,-673.0066959373863
397,avg log pred advi,3970,397,-672.3340256326572
398,avg log pred advi,3980,398,-671.6620276620098
399,avg log pred advi,3990,399,-670.9907013534458
400,avg log pred advi,4000,400,-670.3200460356393
401,avg log pred advi,4010,401,-669.6500610379346
402,avg log pred advi,4020,402,-668.9807456903467
403,avg log pred advi,4030,403,-668.3120993235602
404,avg log pred advi,4040,404,-667.6441212689289
405,avg log pred advi,4050,405,-666.9768108584743
406,avg log pred advi,4060,406,-666.3101674248863
407,avg log pred advi,4070,407,-665.6441903015212
408,avg log pred advi,4080,408,-664.978878822402
409,avg log pred advi,4090,409,-664.3142323222168
410,avg log pred advi,4100,410,-663.6502501363194
411,avg log pred advi,4110,411,-662.9869316007274
412,avg log pred advi,4120,412,-662.3242760521223
413,avg log pred advi,4130,413,-661.6622828278483
414,avg log pred advi,4140,414,-661.0009512659125
415,avg log pred advi,4150,415,-660.3402807049829
416,avg log pred advi,4160,416,-659.6802704843891
417,avg log pred advi,4170,417,-659.0209199441207
418,avg log pred advi,4180,418,-658.3622284248272
419,avg log pred advi,4190,419,-657.704195267817
420,avg log pred advi,4200,420,-657.0468198150568
421,avg log pred advi,4210,421,-656.3901014091712
422,avg log pred advi,4220,422,-655.7340393934418
423,avg log pred advi,4230,423,-655.0786331118062
424,avg log pred advi,4240,424,-654.4238819088586
425,avg log pred advi,4250,425,-653.7697851298473
426,avg log pred advi,4260,426,-653.1163421206757
427,avg log pred advi,4270,427,-652.4635522279004
428,avg log pred advi,4280,428,-651.8114147987319
429,avg log pred advi,4290,429,-651.1599291810325
430,avg log pred advi,4300,430,-650.5090947233165
431,avg log pred advi,4310,431,-649.8589107747496
432,avg log pred advi,4320,432,-649.2093766851474
433,avg log pred advi,4330,433,-648.5604918049761
434,avg log pred advi,4340,434,-647.9122554853506
435,avg log pred advi,4350,435,-647.2646670780347
436,avg log pred advi,4360,436,-646.6177259354397
437,avg log pred advi,4370,437,-645.9714314106245
438,avg log pred advi,4380,438,-645.3257828572946
439,avg log pred advi,4390,439,-644.6807796298013
440,avg log pred advi,4400,440,-644.0364210831414
441,avg log pred advi,4410,441,-643.3927065729562
442,avg log pred advi,4420,442,-642.7496354555312
443,avg log pred advi,4430,443,-642.1072070877952
444,avg log pred advi,4440,444,-641.4654208273198
445,avg log pred advi,4450,445,-640.8242760323187
446,avg log pred advi,4460,446,-640.1837720616471
447,avg log pred advi,4470,447,-639.5439082748009
448,avg log pred advi,4480,448,-638.9046840319163
449,avg log pred advi,4490,449,-638.2660986937689
450,avg log pred advi,4500,450,-637.6281516217733
451,avg log pred advi,4510,451,-636.9908421779825
452,avg log pred advi,4520,452,-636.3541697250871
453,avg log pred advi,4530,453,-635.7181336264143
454,avg log pred advi,4540,454,-635.0827332459281
455,avg log pred advi,4550,455,-634.4479679482282
456,avg log pred advi,4560,456,-633.813837098549
457,avg log pred advi,4570,457,-633.1803400627598
458,avg log pred advi,4580,458,-632.5474762073634
459,avg log pred advi,4590,459,-631.9152448994959
460,avg log pred advi,4600,460,-631.283645506926
461,avg log pred advi,4610,461,-630.6526773980542
462,avg log pred advi,4620,462,-630.0223399419123
463,avg log pred advi,4630,463,-629.3926325081629
464,avg log pred advi,4640,464,-628.7635544670984
465,avg log pred advi,4650,465,-628.1351051896407
466,avg log pred advi,4660,466,-627.5072840473407
467,avg log pred advi,4670,467,-626.8800904123771
468,avg log pred advi,4680,468,-626.2535236575559
469,avg log pred advi,4690,469,-625.6275831563107
470,avg log pred advi,4700,470,-625.0022682827008
471,avg log pred advi,4710,471,-624.3775784114113
472,avg log pred advi,4720,472,-623.7535129177521
473,avg log pred advi,4730,473,-623.1300711776579
474,avg log pred advi,4740,474,-622.5072525676868
475,avg log pred advi,4750,475,-621.8850564650202
476,avg log pred advi,4760,476,-621.2634822474618
477,avg log pred advi,4770,477,-620.6425292934373
478,avg log pred advi,4780,478,-620.022196981994
479,avg log pred advi,4790,479,-619.4024846927992
480,avg log pred advi,4800,480,-618.7833918061408
481,avg log pred advi,4810,481,-618.1649177029258
482,avg log pred advi,4820,482,-617.5470617646799
483,avg log pred advi,4830,483,-616.9298233735474
484,avg log pred advi,4840,484,-616.3132019122896
485,avg log pred advi,4850,485,-615.6971967642851
486,avg log pred advi,4860,486,-615.0818073135287
487,avg log pred advi,4870,487,-614.4670329446308
488,avg log pred advi,4880,488,-613.8528730428171
489,avg log pred advi,4890,489,-613.2393269939274
490,avg log pred advi,4900,490,-612.6263941844161
491,avg log pred advi,4910,491,-612.0140740013499
492,avg log pred advi,4920,492,-611.4023658324087
493,avg log pred advi,4930,493,-610.7912690658842
494,avg log pred advi,4940,494,-610.1807830906798
495,avg log pred advi,4950,495,-609.5709072963092
496,avg log pred advi,4960,496,-608.9616410728969
497,avg log pred advi,4970,497,-608.3529838111763
498,avg log pred advi,4980,498,-607.7449349024902
499,avg log pred advi,4990,499,-607.1374937387897
500,avg log pred advi,5000,500,-606.5306597126335
501,avg log pred advi,5010,501,-605.9244322171875
502,avg log pred advi,5020,502,-605.3188106462243
503,avg log pred advi,5030,503,-604.7137943941221
504,avg log pred advi,5040,504,-604.1093828558647
505,avg log pred advi,5050,505,-603.5055754270405
506,avg log pred advi,5060,506,-602.9023715038421
507,avg log pred advi,5070,507,-602.2997704830653
508,avg log pred advi,5080,508,-601.6977717621094
509,avg log pred advi,5090,509,-601.0963747389752
510,avg log pred advi,5100,510,-600.4955788122659
511,avg log pred advi,5110,511,-599.8953833811855
512,avg log pred advi,5120,512,-599.2957878455384
513,avg log pred advi,5130,513,-598.6967916057292
514,avg log pred advi,5140,514,-598.0983940627614
515,avg log pred advi,5150,515,-597.5005946182374
516,avg log pred advi,5160,516,-596.903392674358
517,avg log pred advi,5170,517,-596.306787633921
518,avg log pred advi,5180,518,-595.7107789003212
519,avg log pred advi,5190,519,-595.1153658775501
520,avg log pred advi,5200,520,-594.5205479701943
521,avg log pred advi,5210,521,-593.9263245834361
522,avg log pred advi,5220,522,-593.332695123052
523,avg log pred advi,5230,523,-592.7396589954125
524,avg log pred advi,5240,524,-592.1472156074813
525,avg log pred advi,5250,525,-591.5553643668151
526,avg log pred advi,5260,526,-590.9641046815626
527,avg log pred advi,5270,527,-590.3734359604639
528,avg log pred advi,5280,528,-589.7833576128504
529,avg log pred advi,5290,529,-589.1938690486437
530,avg log pred advi,5300,530,-588.6049696783551
531,avg log pred advi,5310,531,-588.0166589130854
532,avg log pred advi,5320,532,-587.4289361645234
533,avg log pred advi,5330,533,-586.8418008449466
534,avg log pred advi,5340,534,-586.2552523672197
535,avg log pred advi,5350,535,-585.6692901447938
536,avg log pred advi,5360,536,-585.0839135917068
537,avg log pred advi,5370,537,-584.4991221225823
538,avg log pred advi,5380,538,-583.9149151526287
539,avg log pred advi,5390,539,-583.3312920976388
540,avg log pred advi,5400,540,-582.7482523739897
541,avg log pred advi,5410,541,-582.1657953986414
542,avg log pred advi,5420,542,-581.583920589137
543,avg log pred advi,5430,543,-581.0026273636018
544,avg log pred advi,5440,544,-580.4219151407424
545,avg log pred advi,5450,545,-579.8417833398464
546,avg log pred advi,5460,546,-579.262231380782
547,avg log pred advi,5470,547,-578.6832586839973
548,avg log pred advi,5480,548,-578.1048646705195
549,avg log pred advi,5490,549,-577.5270487619547
550,avg log pred advi,5500,550,-576.9498103804866
551,avg log pred advi,5510,551,-576.3731489488772
552,avg log pred advi,5520,552,-575.7970638904645
553,avg log pred advi,5530,553,-575.2215546291638
554,avg log pred advi,5540,554,-574.6466205894657
555,avg log pred advi,5550,555,-574.072261196436
556,avg log pred advi,5560,556,-573.4984758757154
557,avg log pred advi,5570,557,-572.9252640535184
558,avg log pred advi,5580,558,-572.3526251566332
559,avg log pred advi,5590,559,-571.7805586124209
560,avg log pred advi,5600,560,-571.2090638488148
561,avg log pred advi,5610,561,-570.6381402943202
562,avg log pred advi,5620,562,-570.0677873780135
563,avg log pred advi,5630,563,-569.4980045295417
564,avg log pred advi,5640,564,-568.9287911791217
565,avg log pred advi,5650,565,-568.3601467575405
566,avg log pred advi,5660,566,-567.7920706961534
567,avg log pred advi,5670,567,-567.2245624268842
568,avg log pred advi,5680,568,-566.6576213822246
569,avg log pred advi,5690,569,-566.0912469952339
570,avg log pred advi,5700,570,-565.5254386995371
571,avg log pred advi,5710,571,-564.9601959293262
572,avg log pred advi,5720,572,-564.3955181193584
573,avg log pred advi,5730,573,-563.8314047049557
574,avg log pred advi,5740,574,-563.2678551220047
575,avg log pred advi,5750,575,-562.7048688069557
576,avg log pred advi,5760,576,-562.1424451968225
577,avg log pred advi,5770,577,-561.5805837291813
578,avg log pred advi,5780,578,-561.0192838421706
579,avg log pred advi,5790,579,-560.4585449744905
580,avg log pred advi,5800,580,-559.8983665654021
581,avg log pred advi,5810,581,-559.3387480547268
582,avg log pred advi,5820,582,-558.7796888828464
583,avg log pred advi,5830,583,-558.2211884907013
584,avg log pred advi,5840,584,-557.6632463197913
585,avg log pred advi,5850,585,-557.1058618121739
586,avg log pred advi,5860,586,-556.5490344104649
587,avg log pred advi,5870,587,-555.9927635578366
588,avg log pred advi,5880,588,-555.4370486980182
