,label,step,time,value
76,log pred hmc,760,76,-1128.5197721932004
77,log pred hmc,770,77,-1128.24023505121
78,log pred hmc,780,78,-1127.960777765566
79,log pred hmc,790,79,-1127.681400313455
80,log pred hmc,800,80,-1127.4021026720714
81,log pred hmc,810,81,-1127.1228848186151
82,log pred hmc,820,82,-1126.8437467302929
83,log pred hmc,830,83,-1126.5646883843174
84,log pred hmc,840,84,-1126.2857097579094
85,log pred hmc,850,85,-1126.0068108282944
86,log pred hmc,860,86,-1125.7279915727052
87,log pred hmc,870,87,-1125.4492519683813
88,log pred hmc,880,88,-1125.170591992568
89,log pred hmc,890,89,-1124.892011622518
90,log pred hmc,900,90,-1124.6135108354902
91,log pred hmc,910,91,-1124.3350896087495
92,log pred hmc,920,92,-1124.0567479195674
93,log pred hmc,930,93,-1123.7784857452225
94,log pred hmc,940,94,-1123.5003030629994
95,log pred hmc,950,95,-1123.2221998501893
96,log pred hmc,960,96,-1122.94417608409
97,log pred hmc,970,97,-1122.6662317420057
98,log pred hmc,980,98,-1122.3883668012468
99,log pred hmc,990,99,-1122.1105812391309
100,log pred hmc,1000,100,-1121.832875032981
101,log pred hmc,1010,101,-1121.5552481601278
102,log pred hmc,1020,102,-1121.2777005979076
103,log pred hmc,1030,103,-1121.0002323236636
104,log pred hmc,1040,104,-1120.722843314745
105,log pred hmc,1050,105,-1120.4455335485081
106,log pred hmc,1060,106,-1120.1683030023155
107,log pred hmc,1070,107,-1119.8911516535356
108,log pred hmc,1080,108,-1119.6140794795442
109,log pred hmc,1090,109,-1119.3370864577232
110,log pred hmc,1100,110,-1119.060172565461
111,log pred hmc,1110,111,-1118.783337780152
112,log pred hmc,1120,112,-1118.5065820791976
113,log pred hmc,1130,113,-1118.2299054400055
114,log pred hmc,1140,114,-1117.95330783999
115,log pred hmc,1150,115,-1117.6767892565717
116,log pred hmc,1160,116,-1117.4003496671774
117,log pred hmc,1170,117,-1117.1239890492407
118,log pred hmc,1180,118,-1116.8477073802017
119,log pred hmc,1190,119,-1116.5715046375067
120,log pred hmc,1200,120,-1116.2953807986084
121,log pred hmc,1210,121,-1116.0193358409663
122,log pred hmc,1220,122,-1115.743369742046
123,log pred hmc,1230,123,-1115.4674824793199
124,log pred hmc,1240,124,-1115.1916740302663
125,log pred hmc,1250,125,-1114.9159443723702
126,log pred hmc,1260,126,-1114.640293483123
127,log pred hmc,1270,127,-1114.364721340023
128,log pred hmc,1280,128,-1114.089227920574
129,log pred hmc,1290,129,-1113.8138132022873
130,log pred hmc,1300,130,-1113.5384771626796
131,log pred hmc,1310,131,-1113.2632197792746
132,log pred hmc,1320,132,-1112.9880410296023
133,log pred hmc,1330,133,-1112.7129408911997
134,log pred hmc,1340,134,-1112.4379193416084
135,log pred hmc,1350,135,-1112.162976358379
136,log pred hmc,1360,136,-1111.8881119190664
137,log pred hmc,1370,137,-1111.6133260012327
138,log pred hmc,1380,138,-1111.3386185824465
139,log pred hmc,1390,139,-1111.0639896402831
140,log pred hmc,1400,140,-1110.7894391523232
141,log pred hmc,1410,141,-1110.514967096155
142,log pred hmc,1420,142,-1110.240573449372
143,log pred hmc,1430,143,-1109.9662581895755
144,log pred hmc,1440,144,-1109.692021294372
145,log pred hmc,1450,145,-1109.4178627413748
146,log pred hmc,1460,146,-1109.1437825082035
147,log pred hmc,1470,147,-1108.8697805724846
148,log pred hmc,1480,148,-1108.5958569118502
149,log pred hmc,1490,149,-1108.3220115039394
150,log pred hmc,1500,150,-1108.0482443263975
151,log pred hmc,1510,151,-1107.774555356876
152,log pred hmc,1520,152,-1107.500944573033
153,log pred hmc,1530,153,-1107.2274119525327
154,log pred hmc,1540,154,-1106.9539574730466
155,log pred hmc,1550,155,-1106.6805811122513
156,log pred hmc,1560,156,-1106.4072828478306
157,log pred hmc,1570,157,-1106.1340626574743
158,log pred hmc,1580,158,-1105.8609205188784
159,log pred hmc,1590,159,-1105.587856409746
160,log pred hmc,1600,160,-1105.3148703077864
161,log pred hmc,1610,161,-1105.0419621907147
162,log pred hmc,1620,162,-1104.7691320362524
163,log pred hmc,1630,163,-1104.4963798221283
164,log pred hmc,1640,164,-1104.2237055260762
165,log pred hmc,1650,165,-1103.9511091258373
166,log pred hmc,1660,166,-1103.6785905991592
167,log pred hmc,1670,167,-1103.406149923795
168,log pred hmc,1680,168,-1103.1337870775046
169,log pred hmc,1690,169,-1102.8615020380548
170,log pred hmc,1700,170,-1102.5892947832176
171,log pred hmc,1710,171,-1102.3171652907727
172,log pred hmc,1720,172,-1102.0451135385051
173,log pred hmc,1730,173,-1101.773139504206
174,log pred hmc,1740,174,-1101.5012431656744
175,log pred hmc,1750,175,-1101.229424500714
176,log pred hmc,1760,176,-1100.9576834871357
177,log pred hmc,1770,177,-1100.6860201027566
178,log pred hmc,1780,178,-1100.4144343254002
179,log pred hmc,1790,179,-1100.1429261328958
180,log pred hmc,1800,180,-1099.87149550308
181,log pred hmc,1810,181,-1099.600142413795
182,log pred hmc,1820,182,-1099.3288668428895
183,log pred hmc,1830,183,-1099.0576687682187
184,log pred hmc,1840,184,-1098.7865481676436
185,log pred hmc,1850,185,-1098.5155050190322
186,log pred hmc,1860,186,-1098.2445393002586
187,log pred hmc,1870,187,-1097.9736509892027
188,log pred hmc,1880,188,-1097.7028400637516
189,log pred hmc,1890,189,-1097.4321065017984
190,log pred hmc,1900,190,-1097.1614502812417
191,log pred hmc,1910,191,-1096.8908713799883
192,log pred hmc,1920,192,-1096.6203697759488
193,log pred hmc,1930,193,-1096.3499454470423
194,log pred hmc,1940,194,-1096.0795983711932
195,log pred hmc,1950,195,-1095.8093285263321
196,log pred hmc,1960,196,-1095.5391358903962
197,log pred hmc,1970,197,-1095.2690204413293
198,log pred hmc,1980,198,-1094.9989821570807
199,log pred hmc,1990,199,-1094.7290210156068
200,log pred hmc,2000,200,-1094.4591369948698
201,log pred hmc,2010,201,-1094.1893300728384
202,log pred hmc,2020,202,-1093.9196002274875
203,log pred hmc,2030,203,-1093.6499474367986
204,log pred hmc,2040,204,-1093.3803716787588
205,log pred hmc,2050,205,-1093.1108729313619
206,log pred hmc,2060,206,-1092.8414511726087
207,log pred hmc,2070,207,-1092.5721063805047
208,log pred hmc,2080,208,-1092.302838533063
209,log pred hmc,2090,209,-1092.0336476083025
210,log pred hmc,2100,210,-1091.7645335842487
211,log pred hmc,2110,211,-1091.4954964389326
212,log pred hmc,2120,212,-1091.2265361503926
213,log pred hmc,2130,213,-1090.957652696672
214,log pred hmc,2140,214,-1090.6888460558216
215,log pred hmc,2150,215,-1090.420116205898
216,log pred hmc,2160,216,-1090.1514631249643
217,log pred hmc,2170,217,-1089.8828867910888
218,log pred hmc,2180,218,-1089.6143871823479
219,log pred hmc,2190,219,-1089.3459642768225
220,log pred hmc,2200,220,-1089.0776180526009
221,log pred hmc,2210,221,-1088.8093484877772
222,log pred hmc,2220,222,-1088.541155560452
223,log pred hmc,2230,223,-1088.2730392487317
224,log pred hmc,2240,224,-1088.0049995307295
225,log pred hmc,2250,225,-1087.7370363845644
226,log pred hmc,2260,226,-1087.4691497883623
227,log pred hmc,2270,227,-1087.201339720254
228,log pred hmc,2280,228,-1086.9336061583786
229,log pred hmc,2290,229,-1086.6659490808793
230,log pred hmc,2300,230,-1086.3983684659074
231,log pred hmc,2310,231,-1086.1308642916188
232,log pred hmc,2320,232,-1085.863436536177
233,log pred hmc,2330,233,-1085.5960851777509
234,log pred hmc,2340,234,-1085.3288101945159
235,log pred hmc,2350,235,-1085.0616115646535
236,log pred hmc,2360,236,-1084.7944892663522
237,log pred hmc,2370,237,-1084.527443277805
238,log pred hmc,2380,238,-1084.2604735772136
239,log pred hmc,2390,239,-1083.9935801427835
240,log pred hmc,2400,240,-1083.7267629527278
241,log pred hmc,2410,241,-1083.4600219852655
242,log pred hmc,2420,242,-1083.1933572186217
243,log pred hmc,2430,243,-1082.9267686310282
244,log pred hmc,2440,244,-1082.6602562007224
245,log pred hmc,2450,245,-1082.3938199059482
246,log pred hmc,2460,246,-1082.1274597249558
247,log pred hmc,2470,247,-1081.8611756360015
248,log pred hmc,2480,248,-1081.5949676173477
249,log pred hmc,2490,249,-1081.328835647263
250,log pred hmc,2500,250,-1081.062779704023
251,log pred hmc,2510,251,-1080.796799765908
252,log pred hmc,2520,252,-1080.5308958112057
253,log pred hmc,2530,253,-1080.26506781821
254,log pred hmc,2540,254,-1079.9993157652202
255,log pred hmc,2550,255,-1079.7336396305423
256,log pred hmc,2560,256,-1079.4680393924887
257,log pred hmc,2570,257,-1079.2025150293775
258,log pred hmc,2580,258,-1078.9370665195333
259,log pred hmc,2590,259,-1078.6716938412874
260,log pred hmc,2600,260,-1078.4063969729755
261,log pred hmc,2610,261,-1078.1411758929419
262,log pred hmc,2620,262,-1077.8760305795352
263,log pred hmc,2630,263,-1077.6109610111112
264,log pred hmc,2640,264,-1077.3459671660312
265,log pred hmc,2650,265,-1077.0810490226636
266,log pred hmc,2660,266,-1076.8162065593824
267,log pred hmc,2670,267,-1076.5514397545671
268,log pred hmc,2680,268,-1076.2867485866045
269,log pred hmc,2690,269,-1076.0221330338877
270,log pred hmc,2700,270,-1075.7575930748144
271,log pred hmc,2710,271,-1075.4931286877904
272,log pred hmc,2720,272,-1075.2287398512262
273,log pred hmc,2730,273,-1074.9644265435393
274,log pred hmc,2740,274,-1074.700188743153
275,log pred hmc,2750,275,-1074.436026428497
276,log pred hmc,2760,276,-1074.171939578007
277,log pred hmc,2770,277,-1073.9079281701245
278,log pred hmc,2780,278,-1073.643992183298
279,log pred hmc,2790,279,-1073.3801315959818
280,log pred hmc,2800,280,-1073.1163463866358
281,log pred hmc,2810,281,-1072.8526365337268
282,log pred hmc,2820,282,-1072.5890020157276
283,log pred hmc,2830,283,-1072.3254428111165
284,log pred hmc,2840,284,-1072.061958898379
285,log pred hmc,2850,285,-1071.798550256006
286,log pred hmc,2860,286,-1071.5352168624947
287,log pred hmc,2870,287,-1071.2719586963487
288,log pred hmc,2880,288,-1071.008775736077
289,log pred hmc,2890,289,-1070.7456679601962
290,log pred hmc,2900,290,-1070.4826353472272
291,log pred hmc,2910,291,-1070.2196778756986
292,log pred hmc,2920,292,-1069.9567955241441
293,log pred hmc,2930,293,-1069.693988271104
294,log pred hmc,2940,294,-1069.4312560951248
295,log pred hmc,2950,295,-1069.1685989747587
296,log pred hmc,2960,296,-1068.9060168885644
297,log pred hmc,2970,297,-1068.6435098151069
298,log pred hmc,2980,298,-1068.3810777329568
299,log pred hmc,2990,299,-1068.118720620691
300,log pred hmc,3000,300,-1067.8564384568926
301,log pred hmc,3010,301,-1067.594231220151
302,log pred hmc,3020,302,-1067.3320988890614
303,log pred hmc,3030,303,-1067.0700414422254
304,log pred hmc,3040,304,-1066.8080588582502
305,log pred hmc,3050,305,-1066.54615111575
306,log pred hmc,3060,306,-1066.2843181933442
307,log pred hmc,3070,307,-1066.0225600696588
308,log pred hmc,3080,308,-1065.7608767233255
309,log pred hmc,3090,309,-1065.499268132983
310,log pred hmc,3100,310,-1065.237734277275
311,log pred hmc,3110,311,-1064.9762751348517
312,log pred hmc,3120,312,-1064.71489068437
313,log pred hmc,3130,313,-1064.4535809044921
314,log pred hmc,3140,314,-1064.1923457738867
315,log pred hmc,3150,315,-1063.931185271228
316,log pred hmc,3160,316,-1063.6700993751977
317,log pred hmc,3170,317,-1063.4090880644817
318,log pred hmc,3180,318,-1063.1481513177737
319,log pred hmc,3190,319,-1062.8872891137723
320,log pred hmc,3200,320,-1062.626501431183
321,log pred hmc,3210,321,-1062.3657882487164
322,log pred hmc,3220,322,-1062.1051495450904
323,log pred hmc,3230,323,-1061.844585299028
324,log pred hmc,3240,324,-1061.5840954892587
325,log pred hmc,3250,325,-1061.3236800945185
326,log pred hmc,3260,326,-1061.0633390935484
327,log pred hmc,3270,327,-1060.8030724650962
328,log pred hmc,3280,328,-1060.542880187916
329,log pred hmc,3290,329,-1060.282762240767
330,log pred hmc,3300,330,-1060.0227186024154
331,log pred hmc,3310,331,-1059.7627492516335
332,log pred hmc,3320,332,-1059.5028541671986
333,log pred hmc,3330,333,-1059.2430333278953
334,log pred hmc,3340,334,-1058.9832867125137
335,log pred hmc,3350,335,-1058.72361429985
336,log pred hmc,3360,336,-1058.4640160687063
337,log pred hmc,3370,337,-1058.2044919978907
338,log pred hmc,3380,338,-1057.9450420662179
339,log pred hmc,3390,339,-1057.6856662525083
340,log pred hmc,3400,340,-1057.4263645355882
341,log pred hmc,3410,341,-1057.1671368942903
342,log pred hmc,3420,342,-1056.907983307453
343,log pred hmc,3430,343,-1056.6489037539209
344,log pred hmc,3440,344,-1056.3898982125447
345,log pred hmc,3450,345,-1056.1309666621814
346,log pred hmc,3460,346,-1055.872109081693
347,log pred hmc,3470,347,-1055.6133254499491
348,log pred hmc,3480,348,-1055.3546157458238
349,log pred hmc,3490,349,-1055.0959799481984
350,log pred hmc,3500,350,-1054.8374180359597
351,log pred hmc,3510,351,-1054.5789299880003
352,log pred hmc,3520,352,-1054.3205157832194
353,log pred hmc,3530,353,-1054.062175400522
354,log pred hmc,3540,354,-1053.803908818819
355,log pred hmc,3550,355,-1053.5457160170276
356,log pred hmc,3560,356,-1053.2875969740703
357,log pred hmc,3570,357,-1053.0295516688768
358,log pred hmc,3580,358,-1052.7715800803817
359,log pred hmc,3590,359,-1052.5136821875267
360,log pred hmc,3600,360,-1052.2558579692582
361,log pred hmc,3610,361,-1051.9981074045295
362,log pred hmc,3620,362,-1051.7404304723
363,log pred hmc,3630,363,-1051.4828271515348
364,log pred hmc,3640,364,-1051.2252974212047
365,log pred hmc,3650,365,-1050.9678412602875
366,log pred hmc,3660,366,-1050.7104586477658
367,log pred hmc,3670,367,-1050.4531495626288
368,log pred hmc,3680,368,-1050.1959139838723
369,log pred hmc,3690,369,-1049.9387518904966
370,log pred hmc,3700,370,-1049.6816632615096
371,log pred hmc,3710,371,-1049.4246480759239
372,log pred hmc,3720,372,-1049.1677063127595
373,log pred hmc,3730,373,-1048.9108379510403
374,log pred hmc,3740,374,-1048.6540429697986
375,log pred hmc,3750,375,-1048.397321348071
376,log pred hmc,3760,376,-1048.140673064901
377,log pred hmc,3770,377,-1047.8840980993373
378,log pred hmc,3780,378,-1047.627596430435
379,log pred hmc,3790,379,-1047.3711680372553
380,log pred hmc,3800,380,-1047.1148128988655
381,log pred hmc,3810,381,-1046.8585309943385
382,log pred hmc,3820,382,-1046.6023223027532
383,log pred hmc,3830,383,-1046.3461868031948
384,log pred hmc,3840,384,-1046.0901244747542
385,log pred hmc,3850,385,-1045.834135296528
386,log pred hmc,3860,386,-1045.57821924762
387,log pred hmc,3870,387,-1045.3223763071383
388,log pred hmc,3880,388,-1045.066606454198
389,log pred hmc,3890,389,-1044.81090966792
390,log pred hmc,3900,390,-1044.5552859274312
391,log pred hmc,3910,391,-1044.299735211864
392,log pred hmc,3920,392,-1044.0442575003572
393,log pred hmc,3930,393,-1043.7888527720556
394,log pred hmc,3940,394,-1043.5335210061103
395,log pred hmc,3950,395,-1043.2782621816768
396,log pred hmc,3960,396,-1043.0230762779188
397,log pred hmc,3970,397,-1042.7679632740037
398,log pred hmc,3980,398,-1042.5129231491069
399,log pred hmc,3990,399,-1042.2579558824082
400,log pred hmc,4000,400,-1042.0030614530942
401,log pred hmc,4010,401,-1041.7482398403572
402,log pred hmc,4020,402,-1041.4934910233956
403,log pred hmc,4030,403,-1041.238814981413
404,log pred hmc,4040,404,-1040.9842116936202
405,log pred hmc,4050,405,-1040.7296811392325
406,log pred hmc,4060,406,-1040.4752232974727
407,log pred hmc,4070,407,-1040.220838147568
408,log pred hmc,4080,408,-1039.9665256687529
409,log pred hmc,4090,409,-1039.7122858402668
410,log pred hmc,4100,410,-1039.4581186413557
411,log pred hmc,4110,411,-1039.204024051271
412,log pred hmc,4120,412,-1038.9500020492703
413,log pred hmc,4130,413,-1038.6960526146172
414,log pred hmc,4140,414,-1038.4421757265814
415,log pred hmc,4150,415,-1038.188371364438
416,log pred hmc,4160,416,-1037.9346395074679
417,log pred hmc,4170,417,-1037.6809801349586
418,log pred hmc,4180,418,-1037.4273932262038
419,log pred hmc,4190,419,-1037.1738787605018
420,log pred hmc,4200,420,-1036.9204367171574
421,log pred hmc,4210,421,-1036.667067075482
422,log pred hmc,4220,422,-1036.4137698147924
423,log pred hmc,4230,423,-1036.1605449144108
424,log pred hmc,4240,424,-1035.9073923536662
425,log pred hmc,4250,425,-1035.6543121118925
426,log pred hmc,4260,426,-1035.401304168431
427,log pred hmc,4270,427,-1035.1483685026271
428,log pred hmc,4280,428,-1034.8955050938334
429,log pred hmc,4290,429,-1034.6427139214081
430,log pred hmc,4300,430,-1034.3899949647148
431,log pred hmc,4310,431,-1034.137348203124
432,log pred hmc,4320,432,-1033.8847736160108
433,log pred hmc,4330,433,-1033.6322711827574
434,log pred hmc,4340,434,-1033.379840882751
435,log pred hmc,4350,435,-1033.127482695385
436,log pred hmc,4360,436,-1032.875196600059
437,log pred hmc,4370,437,-1032.6229825761782
438,log pred hmc,4380,438,-1032.3708406031535
439,log pred hmc,4390,439,-1032.118770660402
440,log pred hmc,4400,440,-1031.8667727273469
441,log pred hmc,4410,441,-1031.614846783416
442,log pred hmc,4420,442,-1031.362992808045
443,log pred hmc,4430,443,-1031.1112107806734
444,log pred hmc,4440,444,-1030.8595006807486
445,log pred hmc,4450,445,-1030.6078624877218
446,log pred hmc,4460,446,-1030.3562961810521
447,log pred hmc,4470,447,-1030.1048017402027
448,log pred hmc,4480,448,-1029.853379144644
449,log pred hmc,4490,449,-1029.602028373851
450,log pred hmc,4500,450,-1029.350749407306
451,log pred hmc,4510,451,-1029.099542224496
452,log pred hmc,4520,452,-1028.8484068049145
453,log pred hmc,4530,453,-1028.5973431280606
454,log pred hmc,4540,454,-1028.3463511734392
455,log pred hmc,4550,455,-1028.0954309205613
456,log pred hmc,4560,456,-1027.8445823489437
457,log pred hmc,4570,457,-1027.5938054381086
458,log pred hmc,4580,458,-1027.3431001675847
459,log pred hmc,4590,459,-1027.0924665169061
460,log pred hmc,4600,460,-1026.8419044656132
461,log pred hmc,4610,461,-1026.5914139932515
462,log pred hmc,4620,462,-1026.3409950793732
463,log pred hmc,4630,463,-1026.090647703536
464,log pred hmc,4640,464,-1025.8403718453028
465,log pred hmc,4650,465,-1025.5901674842437
466,log pred hmc,4660,466,-1025.340034599933
467,log pred hmc,4670,467,-1025.0899731719526
468,log pred hmc,4680,468,-1024.8399831798888
469,log pred hmc,4690,469,-1024.590064603334
470,log pred hmc,4700,470,-1024.3402174218872
471,log pred hmc,4710,471,-1024.0904416151525
472,log pred hmc,4720,472,-1023.84073716274
473,log pred hmc,4730,473,-1023.5911040442658
474,log pred hmc,4740,474,-1023.3415422393516
475,log pred hmc,4750,475,-1023.092051727625
476,log pred hmc,4760,476,-1022.8426324887193
477,log pred hmc,4770,477,-1022.5932845022741
478,log pred hmc,4780,478,-1022.3440077479339
479,log pred hmc,4790,479,-1022.0948022053503
480,log pred hmc,4800,480,-1021.8456678541794
481,log pred hmc,4810,481,-1021.596604674084
482,log pred hmc,4820,482,-1021.3476126447323
483,log pred hmc,4830,483,-1021.0986917457983
484,log pred hmc,4840,484,-1020.8498419569622
485,log pred hmc,4850,485,-1020.6010632579097
486,log pred hmc,4860,486,-1020.352355628332
487,log pred hmc,4870,487,-1020.1037190479268
488,log pred hmc,4880,488,-1019.8551534963972
489,log pred hmc,4890,489,-1019.6066589534519
490,log pred hmc,4900,490,-1019.3582353988058
491,log pred hmc,4910,491,-1019.1098828121794
492,log pred hmc,4920,492,-1018.861601173299
493,log pred hmc,4930,493,-1018.6133904618969
494,log pred hmc,4940,494,-1018.3652506577106
495,log pred hmc,4950,495,-1018.1171817404842
496,log pred hmc,4960,496,-1017.8691836899669
497,log pred hmc,4970,497,-1017.621256485914
498,log pred hmc,4980,498,-1017.3734001080867
499,log pred hmc,4990,499,-1017.1256145362516
500,log pred hmc,5000,500,-1016.8778997501815
501,log pred hmc,5010,501,-1016.6302557296549
502,log pred hmc,5020,502,-1016.3826824544556
503,log pred hmc,5030,503,-1016.1351799043737
504,log pred hmc,5040,504,-1015.887748059205
505,log pred hmc,5050,505,-1015.6403868987509
506,log pred hmc,5060,506,-1015.3930964028186
507,log pred hmc,5070,507,-1015.1458765512212
508,log pred hmc,5080,508,-1014.8987273237776
509,log pred hmc,5090,509,-1014.6516487003121
510,log pred hmc,5100,510,-1014.4046406606551
511,log pred hmc,5110,511,-1014.1577031846429
512,log pred hmc,5120,512,-1013.9108362521168
513,log pred hmc,5130,513,-1013.664039842925
514,log pred hmc,5140,514,-1013.4173139369206
515,log pred hmc,5150,515,-1013.1706585139627
516,log pred hmc,5160,516,-1012.9240735539162
517,log pred hmc,5170,517,-1012.6775590366517
518,log pred hmc,5180,518,-1012.4311149420455
519,log pred hmc,5190,519,-1012.1847412499797
520,log pred hmc,5200,520,-1011.9384379403424
521,log pred hmc,5210,521,-1011.6922049930268
522,log pred hmc,5220,522,-1011.4460423879327
523,log pred hmc,5230,523,-1011.1999501049651
524,log pred hmc,5240,524,-1010.9539281240345
525,log pred hmc,5250,525,-1010.7079764250578
526,log pred hmc,5260,526,-1010.4620949879572
527,log pred hmc,5270,527,-1010.2162837926606
528,log pred hmc,5280,528,-1009.9705428191021
529,log pred hmc,5290,529,-1009.7248720472211
530,log pred hmc,5300,530,-1009.4792714569627
531,log pred hmc,5310,531,-1009.2337410282779
532,log pred hmc,5320,532,-1008.9882807411234
533,log pred hmc,5330,533,-1008.7428905754618
534,log pred hmc,5340,534,-1008.4975705112612
535,log pred hmc,5350,535,-1008.2523205284953
536,log pred hmc,5360,536,-1008.0071406071438
537,log pred hmc,5370,537,-1007.762030727192
538,log pred hmc,5380,538,-1007.516990868631
539,log pred hmc,5390,539,-1007.2720210114575
540,log pred hmc,5400,540,-1007.0271211356738
541,log pred hmc,5410,541,-1006.7822912212883
542,log pred hmc,5420,542,-1006.5375312483148
543,log pred hmc,5430,543,-1006.292841196773
544,log pred hmc,5440,544,-1006.048221046688
545,log pred hmc,5450,545,-1005.8036707780909
546,log pred hmc,5460,546,-1005.5591903710184
547,log pred hmc,5470,547,-1005.3147798055131
548,log pred hmc,5480,548,-1005.0704390616228
549,log pred hmc,5490,549,-1004.8261681194015
550,log pred hmc,5500,550,-1004.5819669589087
551,log pred hmc,5510,551,-1004.3378355602096
552,log pred hmc,5520,552,-1004.093773903375
553,log pred hmc,5530,553,-1003.8497819684817
554,log pred hmc,5540,554,-1003.6058597356118
555,log pred hmc,5550,555,-1003.3620071848536
556,log pred hmc,5560,556,-1003.1182242963004
557,log pred hmc,5570,557,-1002.8745110500516
558,log pred hmc,5580,558,-1002.6308674262125
559,log pred hmc,5590,559,-1002.3872934048936
560,log pred hmc,5600,560,-1002.1437889662113
561,log pred hmc,5610,561,-1001.9003540902878
562,log pred hmc,5620,562,-1001.6569887572509
563,log pred hmc,5630,563,-1001.4136929472339
564,log pred hmc,5640,564,-1001.1704666403759
565,log pred hmc,5650,565,-1000.927309816822
566,log pred hmc,5660,566,-1000.6842224567223
567,log pred hmc,5670,567,-1000.441204540233
568,log pred hmc,5680,568,-1000.1982560475161
569,log pred hmc,5690,569,-999.9553769587388
570,log pred hmc,5700,570,-999.7125672540744
571,log pred hmc,5710,571,-999.4698269137018
572,log pred hmc,5720,572,-999.2271559178052
573,log pred hmc,5730,573,-998.9845542465749
574,log pred hmc,5740,574,-998.7420218802067
575,log pred hmc,5750,575,-998.4995587989021
576,log pred hmc,5760,576,-998.2571649828678
577,log pred hmc,5770,577,-998.014840412317
578,log pred hmc,5780,578,-997.7725850674678
579,log pred hmc,5790,579,-997.5303989285445
580,log pred hmc,5800,580,-997.2882819757766
581,log pred hmc,5810,581,-997.0462341893996
582,log pred hmc,5820,582,-996.8042555496544
583,log pred hmc,5830,583,-996.5623460367879
584,log pred hmc,5840,584,-996.3205056310518
585,log pred hmc,5850,585,-996.0787343127046
586,log pred hmc,5860,586,-995.8370320620096
587,log pred hmc,5870,587,-995.595398859236
588,log pred hmc,5880,588,-995.3538346846588
589,log pred hmc,5890,589,-995.1123395185582
590,log pred hmc,5900,590,-994.8709133412207
591,log pred hmc,5910,591,-994.6295561329376
592,log pred hmc,5920,592,-994.3882678740067
